"SampleID","seg_num","C_raw","N_raw","C_total","N_total","C.N_ratio","individual","whisker","count","tray","duplicate","urban","site","dead","sfcoy","sex","group"
"S19-8758-J",10,-19.56,7.43,109.39,37.01,2.95568765198595,"S19-8758","S19-8758",13,"SFCoyTray8-ES","No","urban","generic ""lake merced""","roadkill","SFCoy202","male","GGP - West"
"S19-8758-K",11,-18.97,7.53,103.75,34.89,2.97363141301232,"S19-8758","S19-8758",13,"SFCoyTray8-ES","No","urban","generic ""lake merced""","roadkill","SFCoy202","male","GGP - West"
"S19-8758-L",12,-19.25,7.68,137.65,45.74,3.0094009619589,"S19-8758","S19-8758",13,"SFCoyTray8-ES","No","urban","generic ""lake merced""","roadkill","SFCoy202","male","GGP - West"
"S19-8758-M",13,-19.51,7.95,122.68,41.58,2.95045695045695,"S19-8758","S19-8758",13,"SFCoyTray8-ES","No","urban","generic ""lake merced""","roadkill","SFCoy202","male","GGP - West"
"S19-8759-A",1,-20.34,8.86,94.49,31.89,2.96299780495453,"S19-8759","S19-8759",18,"SFCoyTray8-ES","No","urban","HWY 35 @ SF zoo","roadkill","SFCoy203","female",NA
"S19-8759-B",2,-19.81,8.67,129.86,44.17,2.94000452796015,"S19-8759","S19-8759",18,"SFCoyTray8-ES","No","urban","HWY 35 @ SF zoo","roadkill","SFCoy203","female",NA
"S19-8759-C",3,-19.31,8.38,119.87,40.56,2.95537475345168,"S19-8759","S19-8759",18,"SFCoyTray8-ES","No","urban","HWY 35 @ SF zoo","roadkill","SFCoy203","female",NA
"S19-8759-D",4,-20.36,7.75,118.31,40.35,2.93209417596035,"S19-8759","S19-8759",18,"SFCoyTray8-ES","No","urban","HWY 35 @ SF zoo","roadkill","SFCoy203","female",NA
"S19-8759-E",5,-20.89,7.46,97.47,33.6,2.90089285714286,"S19-8759","S19-8759",18,"SFCoyTray8-ES","No","urban","HWY 35 @ SF zoo","roadkill","SFCoy203","female",NA
"S19-8759-F",6,-19.57,7.7,122.84,41.71,2.94509709901702,"S19-8759","S19-8759",18,"SFCoyTray8-ES","No","urban","HWY 35 @ SF zoo","roadkill","SFCoy203","female",NA
"S19-8759-G",7,-21.07,7.49,97.79,33.6,2.91041666666667,"S19-8759","S19-8759",18,"SFCoyTray8-ES","No","urban","HWY 35 @ SF zoo","roadkill","SFCoy203","female",NA
"S19-8759-H",8,-19.8,8.52,107.36,37.08,2.89536138079827,"S19-8759","S19-8759",18,"SFCoyTray8-ES","No","urban","HWY 35 @ SF zoo","roadkill","SFCoy203","female",NA
"S19-8759-I",9,-19.5,8.77,113.62,39.12,2.90439672801636,"S19-8759","S19-8759",18,"SFCoyTray8-ES","No","urban","HWY 35 @ SF zoo","roadkill","SFCoy203","female",NA
"S19-8759-J",10,-19.2,7.98,93.86,32.71,2.86945888107612,"S19-8759","S19-8759",18,"SFCoyTray8-ES","No","urban","HWY 35 @ SF zoo","roadkill","SFCoy203","female",NA
"S19-8759-K",11,-20.76,7.22,97.79,33.67,2.9043659043659,"S19-8759","S19-8759",18,"SFCoyTray8-ES","No","urban","HWY 35 @ SF zoo","roadkill","SFCoy203","female",NA
"S19-8759-L",12,-19.32,7.72,85.52,29.44,2.90489130434783,"S19-8759","S19-8759",18,"SFCoyTray8-ES","No","urban","HWY 35 @ SF zoo","roadkill","SFCoy203","female",NA
"S19-8759-M",13,-21.46,7.47,112.37,38.03,2.95477254798843,"S19-8759","S19-8759",18,"SFCoyTray8-ES","No","urban","HWY 35 @ SF zoo","roadkill","SFCoy203","female",NA
"S19-8759-N",14,-19.48,7.83,89.14,30.46,2.92646093237032,"S19-8759","S19-8759",18,"SFCoyTray8-ES","No","urban","HWY 35 @ SF zoo","roadkill","SFCoy203","female",NA
"S19-8759-O",15,-22.34,6.59,98.89,33.53,2.94929913510289,"S19-8759","S19-8759",18,"SFCoyTray8-ES","No","urban","HWY 35 @ SF zoo","roadkill","SFCoy203","female",NA
"S19-8759-P",16,-22.64,6.69,113.15,37.28,3.03513948497854,"S19-8759","S19-8759",18,"SFCoyTray8-ES","No","urban","HWY 35 @ SF zoo","roadkill","SFCoy203","female",NA
"S19-8759-Q",17,-21.79,7.87,100.61,33.53,3.0005964807635,"S19-8759","S19-8759",18,"SFCoyTray8-ES","No","urban","HWY 35 @ SF zoo","roadkill","SFCoy203","female",NA
"S19-8759-R",18,-21.42,7.44,126.58,41.78,3.02967927237913,"S19-8759","S19-8759",18,"SFCoyTray8-ES","No","urban","HWY 35 @ SF zoo","roadkill","SFCoy203","female",NA
"S19-8760-A",1,-20.53,8.81,88.51,30.19,2.93176548526002,"S19-8760","S19-8760",26,"SFCoyTray8-ES","No","urban","19th ave@ winston dr","roadkill","SFCoy204","male",NA
"S19-8760-B",2,-19.84,8.66,108.77,37.28,2.91765021459227,"S19-8760","S19-8760",26,"SFCoyTray8-ES","No","urban","19th ave@ winston dr","roadkill","SFCoy204","male",NA
"S19-8760-C",3,-18.92,8.82,124.24,42.47,2.92535907699553,"S19-8760","S19-8760",26,"SFCoyTray8-ES","No","urban","19th ave@ winston dr","roadkill","SFCoy204","male",NA
"S19-8760-D",4,-18.53,8.85,112.99,38.99,2.89792254424211,"S19-8760","S19-8760",26,"SFCoyTray8-ES","No","urban","19th ave@ winston dr","roadkill","SFCoy204","male",NA
"S19-8760-E",5,-18.47,8.88,113.15,38.65,2.92755498059508,"S19-8760","S19-8760",26,"SFCoyTray8-ES","No","urban","19th ave@ winston dr","roadkill","SFCoy204","male",NA
"S19-8760-F",6,-18.85,8.82,114.87,39.33,2.92067124332571,"S19-8760","S19-8760",26,"SFCoyTray8-ES","No","urban","19th ave@ winston dr","roadkill","SFCoy204","male",NA
"S19-8760-G",7,-19.2,8.19,106.42,36.6,2.90765027322404,"S19-8760","S19-8760",26,"SFCoyTray8-ES","No","urban","19th ave@ winston dr","roadkill","SFCoy204","male",NA
"S19-8760-H",8,-18.89,7.87,112.68,38.3,2.9420365535248,"S19-8760","S19-8760",26,"SFCoyTray8-ES","No","urban","19th ave@ winston dr","roadkill","SFCoy204","male",NA
"S19-8760-I",9,-18.52,7.54,106.1,35.85,2.95955369595537,"S19-8760","S19-8760",26,"SFCoyTray8-ES","No","urban","19th ave@ winston dr","roadkill","SFCoy204","male",NA
"S19-8760-J",10,-18.17,7.03,98.57,33.53,2.93975544288697,"S19-8760","S19-8760",26,"SFCoyTray8-ES","No","urban","19th ave@ winston dr","roadkill","SFCoy204","male",NA
"S19-8760-K",11,-18.26,7.52,108.77,36.74,2.96053347849755,"S19-8760","S19-8760",26,"SFCoyTray8-ES","No","urban","19th ave@ winston dr","roadkill","SFCoy204","male",NA
"S19-8760-L",12,-18.09,7.02,99.99,33.94,2.94608131997643,"S19-8760","S19-8760",26,"SFCoyTray8-ES","No","urban","19th ave@ winston dr","roadkill","SFCoy204","male",NA
"S19-8760-M",13,-17.63,7.35,93.55,31.76,2.94552896725441,"S19-8760","S19-8760",26,"SFCoyTray8-ES","No","urban","19th ave@ winston dr","roadkill","SFCoy204","male",NA
"S19-8760-N",14,-18.75,7.53,97,32.85,2.95281582952816,"S19-8760","S19-8760",26,"SFCoyTray8-ES","No","urban","19th ave@ winston dr","roadkill","SFCoy204","male",NA
"S19-8760-O",15,-18.85,8.21,106.1,36.05,2.94313453536755,"S19-8760","S19-8760",26,"SFCoyTray8-ES","No","urban","19th ave@ winston dr","roadkill","SFCoy204","male",NA
"S19-8760-P",16,-19.31,7.72,99.2,33.53,2.95854458693707,"S19-8760","S19-8760",26,"SFCoyTray8-ES","No","urban","19th ave@ winston dr","roadkill","SFCoy204","male",NA
"S19-8760-Q",17,-18.93,7.46,104.69,35.1,2.98262108262108,"S19-8760","S19-8760",26,"SFCoyTray8-ES","No","urban","19th ave@ winston dr","roadkill","SFCoy204","male",NA
"S19-8760-R",18,-18.52,7.82,107.51,35.98,2.98804891606448,"S19-8760","S19-8760",26,"SFCoyTray8-ES","No","urban","19th ave@ winston dr","roadkill","SFCoy204","male",NA
"S19-8760-S",19,-18.06,6.92,90.24,30.73,2.93654409371949,"S19-8760","S19-8760",26,"SFCoyTray8-ES","No","urban","19th ave@ winston dr","roadkill","SFCoy204","male",NA
"S19-8760-T",20,-18.02,6.58,88.04,29.98,2.93662441627752,"S19-8760","S19-8760",26,"SFCoyTray8-ES","No","urban","19th ave@ winston dr","roadkill","SFCoy204","male",NA
"S19-8760-U",21,-18.27,5.98,111.27,37.69,2.95224197399841,"S19-8760","S19-8760",26,"SFCoyTray8-ES","No","urban","19th ave@ winston dr","roadkill","SFCoy204","male",NA
"S19-8760-V",22,-18.51,6.73,124.09,41.65,2.97935174069628,"S19-8760","S19-8760",26,"SFCoyTray8-ES","No","urban","19th ave@ winston dr","roadkill","SFCoy204","male",NA
"S19-8760-W",23,-18.92,7.45,108.92,36.94,2.94856524093124,"S19-8760","S19-8760",26,"SFCoyTray8-ES","No","urban","19th ave@ winston dr","roadkill","SFCoy204","male",NA
"S19-8760-X",24,-18.1,6.83,105.94,36.19,2.92732799115778,"S19-8760","S19-8760",26,"SFCoyTray8-ES","No","urban","19th ave@ winston dr","roadkill","SFCoy204","male",NA
"S19-8760-Y",25,-19.87,7.11,91.5,30.66,2.98434442270059,"S19-8760","S19-8760",26,"SFCoyTray8-ES","No","urban","19th ave@ winston dr","roadkill","SFCoy204","male",NA
"S19-8760-Z",26,-19.96,7.64,104.69,34.96,2.9945652173913,"S19-8760","S19-8760",26,"SFCoyTray8-ES","No","urban","19th ave@ winston dr","roadkill","SFCoy204","male",NA
"S19-8761-A",1,-21.44,7.67,100.77,34.42,2.92765833817548,"S19-8761","S19-8761",7,"SFCoyTray8-ES","No","urban","skyline @ john muir dr","roadkill","SFCoy205","female","GGP - West"
"S19-8761-B",2,-20.43,7.98,98.89,33.46,2.95546921697549,"S19-8761","S19-8761",7,"SFCoyTray8-ES","No","urban","skyline @ john muir dr","roadkill","SFCoy205","female","GGP - West"
"S19-8761-C",3,-20.44,8.45,88.73,29.7,2.98754208754209,"S19-8761","S19-8761",7,"SFCoyTray9-ES","No","urban","skyline @ john muir dr","roadkill","SFCoy205","female","GGP - West"
"S19-8761-D",4,-20.24,8.8,113.33,38.07,2.97688468610454,"S19-8761","S19-8761",7,"SFCoyTray9-ES","No","urban","skyline @ john muir dr","roadkill","SFCoy205","female","GGP - West"
"S19-8761-E",5,-19.61,7.76,96.39,32.21,2.99254889785781,"S19-8761","S19-8761",7,"SFCoyTray9-ES","No","urban","skyline @ john muir dr","roadkill","SFCoy205","female","GGP - West"
"S19-8761-F",6,-20.93,8.19,123.96,41.4,2.99420289855072,"S19-8761","S19-8761",7,"SFCoyTray9-ES","No","urban","skyline @ john muir dr","roadkill","SFCoy205","female","GGP - West"
"S19-8761-G",7,-20.58,8.65,114.83,38.2,3.00602094240838,"S19-8761","S19-8761",7,"SFCoyTray9-ES","No","urban","skyline @ john muir dr","roadkill","SFCoy205","female","GGP - West"
"S19-8762-A",1,-19.41,8.94,114.08,36.71,3.10760010896214,"S19-8762","S19-8762",10,"SFCoyTray9-ES","No","urban","brotherhood way @ summit way","roadkill","SFCoy32","male","Merced"
"S19-8762-B",2,-19.09,7.63,102.84,34.39,2.99040418726374,"S19-8762","S19-8762",10,"SFCoyTray9-ES","No","urban","brotherhood way @ summit way","roadkill","SFCoy32","male","Merced"
"S19-8762-C",3,-18.97,7.86,99.84,33.78,2.95559502664298,"S19-8762","S19-8762",10,"SFCoyTray9-ES","No","urban","brotherhood way @ summit way","roadkill","SFCoy32","male","Merced"
"S19-8762-D",4,-18.46,7.67,102.54,34.26,2.99299474605955,"S19-8762","S19-8762",10,"SFCoyTray9-ES","No","urban","brotherhood way @ summit way","roadkill","SFCoy32","male","Merced"
"S19-8762-E",5,-17.98,7.92,108.69,36.91,2.94473042535898,"S19-8762","S19-8762",10,"SFCoyTray9-ES","No","urban","brotherhood way @ summit way","roadkill","SFCoy32","male","Merced"
"S19-8762-F",6,-17.68,8.2,107.64,36.5,2.94904109589041,"S19-8762","S19-8762",10,"SFCoyTray9-ES","No","urban","brotherhood way @ summit way","roadkill","SFCoy32","male","Merced"
"S19-8762-G",7,-17.39,7.99,98.79,33.71,2.93058439632157,"S19-8762","S19-8762",10,"SFCoyTray9-ES","No","urban","brotherhood way @ summit way","roadkill","SFCoy32","male","Merced"
"S19-8762-H",8,-17.5,8.11,122.01,40.86,2.98604992657856,"S19-8762","S19-8762",10,"SFCoyTray9-ES","No","urban","brotherhood way @ summit way","roadkill","SFCoy32","male","Merced"
"S19-8762-I",9,-17.58,7.86,90.53,29.63,3.05534930813365,"S19-8762","S19-8762",10,"SFCoyTray9-ES","No","urban","brotherhood way @ summit way","roadkill","SFCoy32","male","Merced"
"S19-8762-J",10,-19.01,8.18,88.13,28.61,3.08039147151346,"S19-8762","S19-8762",10,"SFCoyTray9-ES","No","urban","brotherhood way @ summit way","roadkill","SFCoy32","male","Merced"
"S19-8763-A",1,-22.09,9.38,107.34,35.21,3.04856574836694,"S19-8763","S19-8763",2,"SFCoyTray9-ES","No","urban","pup from botanical garden litter","sick.euth","SFCoy206","male","GGP - West"
"S19-8763-B",2,-21.3,9.65,68.86,22.35,3.08098434004474,"S19-8763","S19-8763",2,"SFCoyTray9-ES","No","urban","pup from botanical garden litter","sick.euth","SFCoy206","male","GGP - West"
"S19-8764-A",1,-21.49,7.7,97.14,31.53,3.08087535680304,"S19-8764","S19-8764",3,"SFCoyTray9-ES","No","urban","maclaren park","unknown","SFCoy207","male","McLaren"
"S19-8764-B",2,-21.14,7.96,120.82,40.24,3.00248508946322,"S19-8764","S19-8764",3,"SFCoyTray9-ES","No","urban","maclaren park","unknown","SFCoy207","male","McLaren"
"S19-8764-C",3,-21.76,8.54,118.42,39.56,2.99342770475227,"S19-8764","S19-8764",3,"SFCoyTray9-ES","No","urban","maclaren park","unknown","SFCoy207","male","McLaren"
"S19-8765-A",1,-18.74411887,7.931122662,120.6738297,39.77651786,3.03379572150411,"S19-8765","S19-8765",15,"SFCoyTray1-ES","No","urban","alive, in drycleaners at paris st and geneva ave","live cap","SFCoy208","female","McLaren"
"S19-8765-B",2,-18.40865854,8.908970539,102.3203261,33.69250043,3.0368872833461,"S19-8765","S19-8765",15,"SFCoyTray1-ES","No","urban","alive, in drycleaners at paris st and geneva ave","live cap","SFCoy208","female","McLaren"
"S19-8765-C",3,-19.45344868,9.129708331,105.4255787,34.61123251,3.04599319511491,"S19-8765","S19-8765",15,"SFCoyTray1-ES","No","urban","alive, in drycleaners at paris st and geneva ave","live cap","SFCoy208","female","McLaren"
"S19-8765-D",4,-19.06512785,9.457087854,117.9042044,39.23381855,3.0051677037182,"S19-8765","S19-8765",15,"SFCoyTray1-ES","No","urban","alive, in drycleaners at paris st and geneva ave","live cap","SFCoy208","female","McLaren"
"S19-8765-E",5,-17.74880673,9.707000404,122.6002053,41.18216418,2.97702191570448,"S19-8765","S19-8765",15,"SFCoyTray1-ES","No","urban","alive, in drycleaners at paris st and geneva ave","live cap","SFCoy208","female","McLaren"
"S19-8765-F",6,-18.30441804,9.84504887,107.386198,35.40393164,3.0331715441082,"S19-8765","S19-8765",15,"SFCoyTray1-ES","No","urban","alive, in drycleaners at paris st and geneva ave","live cap","SFCoy208","female","McLaren"
"S19-8765-G",7,-20.97734391,9.070973543,118.4678591,39.43009939,3.00450318241006,"S19-8765","S19-8765",15,"SFCoyTray1-ES","No","urban","alive, in drycleaners at paris st and geneva ave","live cap","SFCoy208","female","McLaren"
"S19-8765-H",8,-19.26131845,8.939478773,96.27262862,31.09332884,3.0962470797321,"S19-8765","S19-8765",15,"SFCoyTray1-ES","No","urban","alive, in drycleaners at paris st and geneva ave","live cap","SFCoy208","female","McLaren"
"S19-8765-I",9,-18.4998901,8.350821434,121.7735998,40.36467168,3.01683612752725,"S19-8765","S19-8765",15,"SFCoyTray1-ES","No","urban","alive, in drycleaners at paris st and geneva ave","live cap","SFCoy208","female","McLaren"
"S19-8765-J",10,-19.9144032,8.566851779,109.8933124,36.14911014,3.04000048616411,"S19-8765","S19-8765",15,"SFCoyTray1-ES","No","urban","alive, in drycleaners at paris st and geneva ave","live cap","SFCoy208","female","McLaren"
"S19-8765-K",11,-21.82267176,8.704378764,96.36919649,31.07129029,3.10155116155622,"S19-8765","S19-8765",15,"SFCoyTray1-ES","No","urban","alive, in drycleaners at paris st and geneva ave","live cap","SFCoy208","female","McLaren"
"S19-8765-L",12,-21.12547892,8.289870716,95.11754683,30.62707575,3.10566857921459,"S19-8765","S19-8765",15,"SFCoyTray1-ES","No","urban","alive, in drycleaners at paris st and geneva ave","live cap","SFCoy208","female","McLaren"
"S19-8765-M",13,-18.16704275,9.717558962,112.0680496,36.63946789,3.05867022786613,"S19-8765","S19-8765",15,"SFCoyTray1-ES","No","urban","alive, in drycleaners at paris st and geneva ave","live cap","SFCoy208","female","McLaren"
"S19-8765-N",14,-18.12356642,9.088879102,93.41345928,29.79925269,3.13475845356845,"S19-8765","S19-8765",15,"SFCoyTray1-ES","No","urban","alive, in drycleaners at paris st and geneva ave","live cap","SFCoy208","female","McLaren"
"S19-8765-O",15,-18.93327362,8.825444575,94.3756954,29.82680087,3.16412396392547,"S19-8765","S19-8765",15,"SFCoyTray1-ES","No","urban","alive, in drycleaners at paris st and geneva ave","live cap","SFCoy208","female","McLaren"
"S19-8767-A",1,-17.93366378,10.52580808,110.3267871,36.0857493,3.05735059518357,"S19-8767","S19-8767",14,"SFCoyTray1-ES","No","urban","hunter's point shipyard","sick.euth","SFCoy210","female",NA
"S19-8767-B",2,-17.38604034,10.13157957,154.081617,53.10364276,2.90152631706202,"S19-8767","S19-8767",14,"SFCoyTray1-ES","No","urban","hunter's point shipyard","sick.euth","SFCoy210","female",NA
"S19-8767-C",3,-17.85518597,10.02590408,140.4149846,47.52169106,2.95475563827715,"S19-8767","S19-8767",14,"SFCoyTray1-ES","No","urban","hunter's point shipyard","sick.euth","SFCoy210","female",NA
"S19-8767-D",4,-17.36742474,10.04710748,113.5912039,37.71453595,3.01186799833871,"S19-8767","S19-8767",14,"SFCoyTray1-ES","No","urban","hunter's point shipyard","sick.euth","SFCoy210","female",NA
"S19-8767-E",5,-17.38737611,9.564974177,128.8764277,43.02307188,2.99551896385879,"S19-8767","S19-8767",14,"SFCoyTray1-ES","No","urban","hunter's point shipyard","sick.euth","SFCoy210","female",NA
"S19-8767-F",6,-17.71659494,9.625814365,104.723674,34.29167353,3.05390968767922,"S19-8767","S19-8767",14,"SFCoyTray1-ES","No","urban","hunter's point shipyard","sick.euth","SFCoy210","female",NA
"S19-8767-G",7,-18.45278286,9.864725687,129.2200968,43.19455935,2.99158270727908,"S19-8767","S19-8767",14,"SFCoyTray1-ES","No","urban","hunter's point shipyard","sick.euth","SFCoy210","female",NA
"S19-8767-H",8,-19.94795426,10.40469884,97.13202354,31.51825965,3.08176988890311,"S19-8767","S19-8767",14,"SFCoyTray1-ES","No","urban","hunter's point shipyard","sick.euth","SFCoy210","female",NA
"S19-8767-I",9,-19.36086293,9.950707713,116.3687704,38.29649143,3.03862745788877,"S19-8767","S19-8767",14,"SFCoyTray1-ES","No","urban","hunter's point shipyard","sick.euth","SFCoy210","female",NA
"S19-8767-J",10,-18.33693046,9.785823779,121.9408532,40.50723356,3.01034759679106,"S19-8767","S19-8767",14,"SFCoyTray1-ES","No","urban","hunter's point shipyard","sick.euth","SFCoy210","female",NA
"S19-8767-K",11,-17.04929515,9.554013737,97.73834799,31.57335603,3.09559578959969,"S19-8767","S19-8767",14,"SFCoyTray1-ES","No","urban","hunter's point shipyard","sick.euth","SFCoy210","female",NA
"S19-8767-L",12,-18.86496446,9.189668327,97.30195555,31.51275001,3.08770118504805,"S19-8767","S19-8767",14,"SFCoyTray1-ES","No","urban","hunter's point shipyard","sick.euth","SFCoy210","female",NA
"S19-8767-M",13,-18.06395571,10.99517244,130.1204461,43.01687353,3.02486990388211,"S19-8767","S19-8767",14,"SFCoyTray1-ES","No","urban","hunter's point shipyard","sick.euth","SFCoy210","female",NA
"S19-8767-N",14,-20.27634468,8.95718661,118.1427547,38.78753789,3.04589466428749,"S19-8767","S19-8767",14,"SFCoyTray1-ES","No","urban","hunter's point shipyard","sick.euth","SFCoy210","female",NA
"S19-8768-A",1,-17.90163986,7.839505221,106.7308077,34.67597076,3.07794721707165,"S19-8768","S19-8768",16,"SFCoyTray1-ES","No","urban","23rd ave 2 ocean ave","roadkill","SFCoy15","female","Merced"
"S19-8768-B",2,-18.02478005,8.394442581,106.487908,35.36536417,3.01107907409398,"S19-8768","S19-8768",16,"SFCoyTray1-ES","No","urban","23rd ave 2 ocean ave","roadkill","SFCoy15","female","Merced"
"S19-8768-C",3,-18.07960007,8.865552572,115.7952781,38.41357123,3.01443667933605,"S19-8768","S19-8768",16,"SFCoyTray1-ES","No","urban","23rd ave 2 ocean ave","roadkill","SFCoy15","female","Merced"
"S19-8768-D",4,-17.79667667,9.446956758,103.5066996,34.16081963,3.02998290793645,"S19-8768","S19-8768",16,"SFCoyTray1-ES","No","urban","23rd ave 2 ocean ave","roadkill","SFCoy15","female","Merced"
"S19-8768-E",5,-17.83,8.99,101.61,34.58,2.9384037015616,"S19-8768","S19-8768",16,"SFCoyTray2-ES","No","urban","23rd ave 2 ocean ave","roadkill","SFCoy15","female","Merced"
"S19-8768-F",6,-18.37,8.64,98.72,33.71,2.92850786116879,"S19-8768","S19-8768",16,"SFCoyTray2-ES","No","urban","23rd ave 2 ocean ave","roadkill","SFCoy15","female","Merced"
"S19-8768-G",7,-17.36,8.28,104.39,35.58,2.93395165823496,"S19-8768","S19-8768",16,"SFCoyTray2-ES","No","urban","23rd ave 2 ocean ave","roadkill","SFCoy15","female","Merced"
"S19-8768-H",8,-17.63,7.92,104.13,35.2,2.95823863636364,"S19-8768","S19-8768",16,"SFCoyTray2-ES","No","urban","23rd ave 2 ocean ave","roadkill","SFCoy15","female","Merced"
"S19-8768-I",9,-17.35,7.93,120.77,40.95,2.94920634920635,"S19-8768","S19-8768",16,"SFCoyTray2-ES","No","urban","23rd ave 2 ocean ave","roadkill","SFCoy15","female","Merced"
"S19-8768-J",10,-18.55,8.46,104.16,35.4,2.94237288135593,"S19-8768","S19-8768",16,"SFCoyTray2-ES","No","urban","23rd ave 2 ocean ave","roadkill","SFCoy15","female","Merced"
"S19-8768-K",11,-18.07,9.05,110.86,37.38,2.96575708935259,"S19-8768","S19-8768",16,"SFCoyTray2-ES","No","urban","23rd ave 2 ocean ave","roadkill","SFCoy15","female","Merced"
"S19-8768-L",12,-18.25,9.22,87.47,29.74,2.94115669132482,"S19-8768","S19-8768",16,"SFCoyTray2-ES","No","urban","23rd ave 2 ocean ave","roadkill","SFCoy15","female","Merced"
"S19-8768-M",13,-19.15,7.68,89.27,30.6,2.91732026143791,"S19-8768","S19-8768",16,"SFCoyTray2-ES","No","urban","23rd ave 2 ocean ave","roadkill","SFCoy15","female","Merced"
"S19-8768-N",14,-18.59,7.41,105.39,35.33,2.98301726577979,"S19-8768","S19-8768",16,"SFCoyTray2-ES","No","urban","23rd ave 2 ocean ave","roadkill","SFCoy15","female","Merced"
"S19-8768-O",15,-18.32,8.6,105.46,35.79,2.94663313774797,"S19-8768","S19-8768",16,"SFCoyTray2-ES","No","urban","23rd ave 2 ocean ave","roadkill","SFCoy15","female","Merced"
"S19-8768-P",16,-18.08,7.61,93.36,31.95,2.92206572769953,"S19-8768","S19-8768",16,"SFCoyTray2-ES","No","urban","23rd ave 2 ocean ave","roadkill","SFCoy15","female","Merced"
"S19-8769-A",1,-18.71,8,98.32,32.7,3.00672782874618,"S19-8769","S19-8769",13,"SFCoyTray2-ES","No","urban","11th st @ bryant st","live cap","SFCoy211","male",NA
"S19-8769-B",2,-18.99,7.88,126.5,43.14,2.93231339823829,"S19-8769","S19-8769",13,"SFCoyTray2-ES","No","urban","11th st @ bryant st","live cap","SFCoy211","male",NA
"S19-8769-C",3,-19.53,8.19,109.78,37.53,2.92512656541434,"S19-8769","S19-8769",13,"SFCoyTray2-ES","No","urban","11th st @ bryant st","live cap","SFCoy211","male",NA
"S19-8769-D",4,-19.62,8.21,114.76,39.12,2.93353783231084,"S19-8769","S19-8769",13,"SFCoyTray2-ES","No","urban","11th st @ bryant st","live cap","SFCoy211","male",NA
"S19-8769-E",5,-19.49,8.63,100.53,34.62,2.90381282495667,"S19-8769","S19-8769",13,"SFCoyTray2-ES","No","urban","11th st @ bryant st","live cap","SFCoy211","male",NA
"S19-8769-F",6,-19.16,8.45,106.42,36.21,2.93896713615023,"S19-8769","S19-8769",13,"SFCoyTray2-ES","No","urban","11th st @ bryant st","live cap","SFCoy211","male",NA
"S19-8769-G",7,-19.67,8.63,99.76,33.9,2.94277286135693,"S19-8769","S19-8769",13,"SFCoyTray2-ES","No","urban","11th st @ bryant st","live cap","SFCoy211","male",NA
"S19-8769-H",8,-19.83,8.25,92.13,31.34,2.93969368219528,"S19-8769","S19-8769",13,"SFCoyTray2-ES","No","urban","11th st @ bryant st","live cap","SFCoy211","male",NA
"S19-8769-I",9,-19.41,7.94,106.5,36.35,2.92984869325997,"S19-8769","S19-8769",13,"SFCoyTray2-ES","No","urban","11th st @ bryant st","live cap","SFCoy211","male",NA
"S19-8769-J",10,-19.04,8.25,98.44,33.37,2.94995504944561,"S19-8769","S19-8769",13,"SFCoyTray2-ES","No","urban","11th st @ bryant st","live cap","SFCoy211","male",NA
"S19-8769-K",11,-18.83,8.23,98.21,33.5,2.93164179104478,"S19-8769","S19-8769",13,"SFCoyTray2-ES","No","urban","11th st @ bryant st","live cap","SFCoy211","male",NA
"S19-8769-L",12,-19.79,8.39,95,32.24,2.94665012406948,"S19-8769","S19-8769",13,"SFCoyTray2-ES","No","urban","11th st @ bryant st","live cap","SFCoy211","male",NA
"S19-8769-M",13,-19.79,8.26,81.18,27.4,2.96277372262774,"S19-8769","S19-8769",13,"SFCoyTray2-ES","No","urban","11th st @ bryant st","live cap","SFCoy211","male",NA
"S19-8771-A",1,-20.92,9.18,90.89,29.38,3.09360108917631,"S19-8771","S19-8771",14,"SFCoyTray2-ES","No","urban","sunndale ave @ Mansell AKA persia ave","roadkill","SFCoy213","male","McLaren"
"S19-8771-B",2,-20.14,8.88,111.37,38.11,2.92233009708738,"S19-8771","S19-8771",14,"SFCoyTray2-ES","No","urban","sunndale ave @ Mansell AKA persia ave","roadkill","SFCoy213","male","McLaren"
"S19-8771-C",3,-19.79,8.85,125.03,42.67,2.93016170611671,"S19-8771","S19-8771",14,"SFCoyTray2-ES","No","urban","sunndale ave @ Mansell AKA persia ave","roadkill","SFCoy213","male","McLaren"
"S19-8771-D",4,-20.01,8.32,133.47,45.22,2.9515701017249,"S19-8771","S19-8771",14,"SFCoyTray2-ES","No","urban","sunndale ave @ Mansell AKA persia ave","roadkill","SFCoy213","male","McLaren"
"S19-8771-E",5,-19.24,8.79,109.8,37.57,2.92254458344424,"S19-8771","S19-8771",14,"SFCoyTray2-ES","No","urban","sunndale ave @ Mansell AKA persia ave","roadkill","SFCoy213","male","McLaren"
"S19-8771-F",6,-17.73,9.23,102.75,35.48,2.89599774520857,"S19-8771","S19-8771",14,"SFCoyTray2-ES","No","urban","sunndale ave @ Mansell AKA persia ave","roadkill","SFCoy213","male","McLaren"
"S19-8771-G",7,-18.02,9,126.26,43.08,2.93082636954503,"S19-8771","S19-8771",14,"SFCoyTray2-ES","No","urban","sunndale ave @ Mansell AKA persia ave","roadkill","SFCoy213","male","McLaren"
"S19-8771-H",8,-17.9,9.07,117.58,40.27,2.91979140799603,"S19-8771","S19-8771",14,"SFCoyTray2-ES","No","urban","sunndale ave @ Mansell AKA persia ave","roadkill","SFCoy213","male","McLaren"
