SampleID,C_raw,N_raw,C_total,N_total,individual,whisker,tray,duplicate
S19-8755-J,-19.3,7.81,111,37.71,S19-8755,S19-8755,SFCoyTray11-ES,No
S19-8755-K,-19.35,7.44,95.23,31.87,S19-8755,S19-8755,SFCoyTray11-ES,No
S19-8755-L,-19.34,7.51,97.43,32.31,S19-8755,S19-8755,SFCoyTray11-ES,No
S19-8755-M,-19.23,8.2,109.71,36.75,S19-8755,S19-8755,SFCoyTray11-ES,No
S19-8755-N,-19.29,7.85,91.06,31.01,S19-8755,S19-8755,SFCoyTray11-ES,No
S19-8755-O,-19.16,7.57,115.3,38.85,S19-8755,S19-8755,SFCoyTray11-ES,No
S19-8755-P,-20.54,7.78,104.26,35.06,S19-8755,S19-8755,SFCoyTray11-ES,No
S19-8755-Q,-21,7.84,116.51,39.18,S19-8755,S19-8755,SFCoyTray11-ES,No
S19-8755-R,-20.32,7.6,126.15,42.51,S19-8755,S19-8755,SFCoyTray11-ES,No
S19-8755-S,-18.66,8.14,111.17,37.55,S19-8755,S19-8755,SFCoyTray11-ES,No
S19-8755-T,-20.37,8.39,96.77,31.39,S19-8755,S19-8755,SFCoyTray11-ES,No
S19-8755-U,-19.54,7.63,94.27,31.69,S19-8755,S19-8755,SFCoyTray11-ES,No
S19-8755-V,-21.2,7.74,96.51,32.24,S19-8755,S19-8755,SFCoyTray11-ES,No
S19-8756-A,-18.43,9.61,127.41,41.91,S19-8756,S19-8756,SFCoyTray11-ES,No
S19-8756-B,-16.98,9.05,108.85,37.17,S19-8756,S19-8756,SFCoyTray11-ES,No
S19-8756-C,-16.59,8.65,115.92,39.37,S19-8756,S19-8756,SFCoyTray11-ES,No
S19-8756-D,-15.84,9.07,134.5,45.73,S19-8756,S19-8756,SFCoyTray11-ES,No
S19-8756-E,-15.98,8.89,106.06,36.11,S19-8756,S19-8756,SFCoyTray11-ES,No
S19-8756-F,-16.03,8.43,101.18,34.55,S19-8756,S19-8756,SFCoyTray11-ES,No
S19-8756-G,-17.07,7.93,126.96,43.09,S19-8756,S19-8756,SFCoyTray11-ES,No
S19-8756-H,-17.38,8.18,116.52,39.78,S19-8756,S19-8756,SFCoyTray11-ES,No
S19-8756-I,-16.11,8.65,143.32,48.41,S19-8756,S19-8756,SFCoyTray11-ES,No
S19-8756-J,-16.53,9.24,105.19,35.67,S19-8756,S19-8756,SFCoyTray11-ES,No
S19-8756-K,-16.86,8.5,112.17,38.08,S19-8756,S19-8756,SFCoyTray11-ES,No
S19-8756-L,-17.3,8.21,112.41,37.89,S19-8756,S19-8756,SFCoyTray11-ES,No
S19-8756-M,-16.03,8.75,105.44,35.55,S19-8756,S19-8756,SFCoyTray11-ES,No
S19-8756-N,-16.28,8.76,113.52,37.63,S19-8756,S19-8756,SFCoyTray11-ES,No
S19-8756-O,-16.3,9.2,113.3,37.42,S19-8756,S19-8756,SFCoyTray11-ES,No
S19-8756-P,-15.47,8.61,115.98,38.59,S19-8756,S19-8756,SFCoyTray11-ES,No
S19-8756-Q,-15.53,9.13,112.14,37.3,S19-8756,S19-8756,SFCoyTray11-ES,No
S19-8756-R,-16.59,8.49,99.05,32.92,S19-8756,S19-8756,SFCoyTray11-ES,No
S19-8756-S,-18.26,9.16,89.83,29.22,S19-8756,S19-8756,SFCoyTray11-ES,No
S19-8756-T,-18.93,8.85,91.75,30.38,S19-8756,S19-8756,SFCoyTray11-ES,No
S23-0163-D,-16.97,8.12,117.28,39.37,S23-0163,S23-0163,SFCoyTray11-ES,No
S23-0163-E,-17.43,7.57,111.1,37.33,S23-0163,S23-0163,SFCoyTray11-ES,No
S23-0163-F,-17.34,7.6,114.47,38.56,S23-0163,S23-0163,SFCoyTray11-ES,No
S23-0163-G,-17.34,7.82,99.02,33.25,S23-0163,S23-0163,SFCoyTray11-ES,No
S23-0163-H,-16.54,7.8,94.26,31.67,S23-0163,S23-0163,SFCoyTray11-ES,No
S23-0163-I,-16.81,8.17,86.59,29.45,S23-0163,S23-0163,SFCoyTray11-ES,No
S23-0163-J,-16.89,8.17,121.51,40.34,S23-0163,S23-0163,SFCoyTray11-ES,No
S23-0163-K,-17.84,7.9,99.06,33.26,S23-0163,S23-0163,SFCoyTray11-ES,No
S23-0163-L,-18.23,8.18,105.55,34.8,S23-0163,S23-0163,SFCoyTray11-ES,No
S23-0163-M,-19.32,7.69,90.67,29.69,S23-0163,S23-0163,SFCoyTray11-ES,No
S23-0164-A,-17.13,7.32,90.84,31.05,S23-0164,S23-0164,SFCoyTray11-ES,No
S23-0164-B,-17.1,7.77,117.2,39.88,S23-0164,S23-0164,SFCoyTray11-ES,No
S23-0164-C,-16.71,8.08,117.52,39.57,S23-0164,S23-0164,SFCoyTray11-ES,No
S23-0164-D,-16.7,8.1,112.98,37.77,S23-0164,S23-0164,SFCoyTray11-ES,No
S23-0164-E,-16.07,8.19,110.05,37.09,S23-0164,S23-0164,SFCoyTray11-ES,No
S23-0164-F,-15.48,8.01,99.25,33.46,S23-0164,S23-0164,SFCoyTray11-ES,No
S23-0164-G,-15.7,8.28,120.59,40.34,S23-0164,S23-0164,SFCoyTray11-ES,No
S23-0164-H,-16.63,7.24,120.48,40.19,S23-0164,S23-0164,SFCoyTray11-ES,No
S23-0164-I,-16.68,7.45,116.09,38.77,S23-0164,S23-0164,SFCoyTray11-ES,No
S23-0164-J,-16.15,7.58,135.11,44.8,S23-0164,S23-0164,SFCoyTray11-ES,No
S23-0164-K,-15.34,8.13,102.36,34.01,S23-0164,S23-0164,SFCoyTray11-ES,No
S23-0164-L,-15.76,7.9,100.5,33.8,S23-0164,S23-0164,SFCoyTray11-ES,No
S23-0164-M,-16.28,7.72,90.39,30.26,S23-0164,S23-0164,SFCoyTray11-ES,No
S23-0164-N,-16.56,8.31,119.9,39.82,S23-0164,S23-0164,SFCoyTray11-ES,No
S23-0164-O,-15.93,8.26,107.19,36.1,S23-0164,S23-0164,SFCoyTray11-ES,No
S23-0164-P,-17.31,7.75,98.1,33.19,S23-0164,S23-0164,SFCoyTray11-ES,No
S23-0164-Q,-17.76,8.03,89.18,28.8,S23-0164,S23-0164,SFCoyTray11-ES,No
S23-0165-A,-19.33,7.17,131.27,44.12,S23-0165,S23-0165,SFCoyTray11-ES,No
S23-0165-B,-19.77,7.56,95,31.94,S23-0165,S23-0165,SFCoyTray11-ES,No
S23-0165-C,-20.22,7.69,127.94,42.55,S23-0165,S23-0165,SFCoyTray11-ES,No
S23-0165-D,-20.29,7.21,94.15,31.63,S23-0165,S23-0165,SFCoyTray11-ES,No
S23-0165-E,-20.36,8.68,101.29,33.71,S23-0165,S23-0165,SFCoyTray11-ES,No
S23-0165-F,-20.78,8.49,119.78,40.03,S23-0165,S23-0165,SFCoyTray11-ES,No
S23-0165-G,-19.84,8.4,90.95,30.43,S23-0165,S23-0165,SFCoyTray11-ES,No
S23-0165-H,-20.64,8.95,105,35.17,S23-0165,S23-0165,SFCoyTray11-ES,No
S23-0165-I,-20.4,8.74,110.25,36.92,S23-0165,S23-0165,SFCoyTray11-ES,No
S23-0165-J,-19.03,8.76,100.73,32.92,S23-0165,S23-0165,SFCoyTray11-ES,No
S23-0165-K,-18.96,8.81,91.46,29.86,S23-0165,S23-0165,SFCoyTray11-ES,No
