SampleID,Replicate,Name,Site,Initials,Year,Month,Day,Lat,Long,Sus.sp,Genotype,Geno.Sp,Category,Individual,Cytb_Sp
S21_2081,None,20210609-JK-365,TWIN,JK,2021,6,9,37.752554,-122.447492,coyote,Fail,NA,NA,NA,NA
S21_2082,None,20210612-JK-366,STMA,JK,2021,6,12,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy119,NA
S21_2083,None,20210613-JK-367,TWIN,JK,2021,6,13,37.752554,-122.447492,coyote,Success,coyote,SFCoy,SFCoy9,NA
S21_2084,None,20210613-JK-368,SFGC,JK,2021,6,13,37.710304,-122.477567,coyote,Success,coyote,SFCoy,SFCoy90,NA
S21_2085,None,20210613-JK-369,SFGC,JK,2021,6,13,37.710304,-122.477567,coyote,Fail,NA,NA,NA,NA
S21_2086,None,20210613-JK-370,TGPH,JK,2021,6,13,37.802864,-122.406001,coyote,Success,coyote,SFCoy,SFCoy177,NA
S21_2087,None,20210614-JK-371,STMA,JK,2021,6,14,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_2345,None,20210712-TC-01,SFGC,TC,2021,7,12,37.71135,-122.48292,coyote,Success,coyote,SFCoy,SFCoy114,NA
S21_2346,None,20210712-TC-02,SFGC,TC,2021,7,12,37.71121,-122.48324,coyote,Success,coyote,SFCoy,SFCoy114,NA
S21_2347,None,20210712-TC-03,SFGC,TC,2021,7,12,37.71159,-122.48298,coyote,Success,coyote,SFCoy,SFCoy116,NA
S21_2348,None,20210712-TC-04,SFGC,TC,2021,7,12,37.71162,-122.48308,coyote,Success,coyote,SFCoy,SFCoy116,NA
S21_2349,None,20210712-TC-05,SFGC,TC,2021,7,12,37.71169,-122.48301,coyote,Fail,NA,NA,NA,NA
S21_2350,None,20210712-TC-06,SFGC,TC,2021,7,12,37.71167,-122.48303,coyote,Fail,NA,NA,NA,NA
S21_2351,None,20210712-TC-07,SFGC,TC,2021,7,12,37.71163,-122.48301,coyote,Fail,NA,NA,NA,NA
S21_2352,None,20210712-TC-08,SFGC,TC,2021,7,12,37.71164,-122.48313,coyote,Fail,NA,NA,NA,NA
S21_2353,None,20210712-TC-09,SFGC,TC,2021,7,12,37.71198,-122.48293,coyote,Fail,NA,NA,NA,NA
S21_2354,None,20210712-TC-10,SFGC,TC,2021,7,12,37.71255,-122.48093,coyote,Fail,NA,NA,NA,NA
S21_2355,None,20210712-TC-11,SFGC,TC,2021,7,12,37.71244,-122.48019,coyote,Fail,NA,NA,NA,NA
S21_2356,None,20210712-TC-12,OLYM,TC,2021,7,12,37.70444,-122.48855,coyote,Fail,NA,NA,NA,NA
S21_2357,None,20210712-TC-13,LAGU,TC,2021,7,12,37.74932,-122.4549,coyote,Fail,NA,NA,NA,NA
S21_2358,None,20210712-TC-14,LAGU,TC,2021,7,12,37.74994,-122.45531,coyote,Success,coyote,SFCoy,SFCoy130,NA
S21_2359,None,20210712-TC-15,MCLA,TC,2021,7,12,37.71782,-122.41714,coyote,Fail,NA,NA,NA,NA
S21_2360,None,20210713-TC-01,STMA,TC,2021,7,13,37.73473,-122.42138,coyote,Success,coyote,SFCoy,SFCoy119,NA
S21_2361,None,20210713-TC-02,STMA,TC,2021,7,13,37.73463,-122.42131,coyote,Fail,NA,NA,NA,NA
S21_2362,None,20210713-TC-03,STMA,TC,2021,7,13,37.73469,-122.42118,coyote,Fail,NA,NA,NA,NA
S21_2363,None,20210713-TC-04,STMA,TC,2021,7,13,37.73463,-122.4207,coyote,Fail,NA,NA,NA,NA
S21_2364,None,20210713-TC-05,STMA,TC,2021,7,13,37.73464,-122.42127,coyote,Success,coyote,SFCoy,SFCoy119,NA
S21_2365,None,20210713-TC-06,STMA,TC,2021,7,13,37.73339,-122.42054,coyote,Success,coyote,SFCoy,SFCoy122,NA
S21_2366,None,20210713-TC-07,LEND,TC,2021,7,13,37.78234,-122.50889,coyote,Fail,NA,NA,NA,NA
S21_2367,None,20210713-TC-08,LEND,TC,2021,7,13,37.78239,-122.50892,coyote,Fail,NA,NA,NA,NA
S21_2368,None,20210713-TC-09,LEND,TC,2021,7,13,37.78283,-122.50904,coyote,Success,coyote,SFCoy,SFCoy12,NA
S21_2369,None,20210713-TC-10,CHP,TC,2021,7,13,37.76486,-122.43729,coyote,Success,coyote,SFCoy,SFCoy13,NA
S21_2370,None,20210713-TC-11,CHP,TC,2021,7,13,37.76482,-122.43817,coyote,Fail,NA,NA,NA,NA
S21_2371,None,20210713-TC-12,CHP,TC,2021,7,13,37.76482,-122.43817,coyote,Success,coyote,SFCoy,SFCoy131,NA
S21_2372,None,20210713-TC-13,CHP,TC,2021,7,13,37.76526,-122.43821,coyote,Fail,NA,NA,NA,NA
S21_2373,None,20210714-TC-01,PRES,TC,2021,7,14,37.79089,-122.46619,coyote,Fail,NA,NA,NA,NA
S21_2374,None,20210714-TC-02,PRES,TC,2021,7,14,37.79097,-122.4663,coyote,Fail,NA,NA,NA,NA
S21_2375,None,20210714-TC-03,PRES,TC,2021,7,14,37.79087,-122.46602,coyote,Success,coyote,SFCoy,SFCoy102,NA
S21_2376,None,20210714-TC-04,PRES,TC,2021,7,14,37.79088,-122.46538,coyote,Success,coyote,SFCoy,SFCoy103,NA
S21_2377,None,20210714-TC-05,PRES,TC,2021,7,14,37.79103,-122.464,coyote,Success,coyote,SFCoy,SFCoy102,NA
S21_2378,None,20210714-TC-06,PRES,TC,2021,7,14,37.79111,-122.46391,coyote,Success,coyote,SFCoy,SFCoy178,NA
S21_2379,None,20210624-DG-01,GGPE,DG,2021,6,24,37.766702,-122.471125,coyote,Fail,NA,NA,NA,NA
S21_2380,None,20210713-DG-01,GGPE,DG,2021,7,13,37.766702,-122.471125,coyote,Fail,NA,NA,NA,NA
S21_2381,None,20210713-DG-02,GGPE,DG,2021,7,13,37.766702,-122.471125,coyote,Fail,NA,NA,NA,NA
S21_2382,None,20210713-DG-03,GGPE,DG,2021,7,13,37.766702,-122.471125,coyote,Fail,NA,NA,NA,NA
S21_2383,None,20210520-MIR-01,GGPW,MIR,2021,5,20,37.765177,-122.501895,coyote,Fail,NA,NA,NA,NA
S21_2384,None,20210618-MIR-01,GGPW,MIR,2021,6,18,37.766289,-122.504846,coyote,Fail,NA,NA,NA,NA
S21_2385,None,20210701-JY-01,PRES,JY,2021,7,1,37.791322,-122.451739,coyote,Success,coyote,SFCoy,SFCoy40,NA
S21_2386,None,20210617-GD-01,PRES,GD,2021,6,17,37.79445,-122.460594,coyote,Fail,NA,NA,NA,NA
S21_2387,None,20210625-GD-01,PRES,GD,2021,6,25,37.798236,-122.459594,coyote,Success,coyote,SFCoy,SFCoy8,NA
S21_2388,None,20210706-GD-01,PRES,GD,2021,7,6,37.792503,-122.457839,coyote,Fail,dog,NA,dog,NA
S21_2389,None,20210709-GD-01,PRES,GD,2021,7,9,37.792003,-122.461028,coyote,Fail,NA,NA,NA,NA
S21_2390,None,20210709-GD-02,PRES,GD,2021,7,9,37.791408,-122.458725,coyote,Fail,NA,NA,NA,NA
S21_2391,None,20210616-JK-372,TGPH,JK,2021,6,16,37.802864,-122.406001,coyote,Fail,NA,NA,NA,NA
S21_2392,None,20210618-JK-373,TGPH,JK,2021,6,18,37.802864,-122.406001,coyote,Success,coyote,SFCoy,SFCoy66,NA
S21_2393,None,20210618-JK-374,TGPH,JK,2021,6,18,37.802864,-122.406001,coyote,Success,coyote,SFCoy,SFCoy121,NA
S21_2394,None,20210620-JK-375,GLEN,JK,2021,6,20,37.742249,-122.442412,coyote,Success,coyote,SFCoy,SFCoy80,NA
S21_2395,None,20210620-JK-376,TGPH,JK,2021,6,20,37.802864,-122.406001,coyote,Success,coyote,SFCoy,SFCoy66,NA
S21_2396,None,20210624-JK-377,GLEN,JK,2021,6,24,37.742249,-122.442412,coyote,Success,coyote,SFCoy,SFCoy9,NA
S21_2397,None,20210627-JK-378,GGPE,JK,2021,6,27,37.766702,-122.471125,coyote,Success,coyote,SFCoy,SFCoy73,NA
S21_2398,None,20210702-JK-379,TGPH,JK,2021,7,2,37.802864,-122.406001,coyote,Success,coyote,SFCoy,SFCoy95,NA
S21_2399,None,20210702-JK-380,LAKE,JK,2021,7,2,37.729695,-122.48071,coyote,Fail,NA,NA,NA,NA
S21_2400,None,20210704-JK-381,SFGC,JK,2021,7,4,37.710304,-122.477567,coyote,Success,coyote,SFCoy,SFCoy132,NA
S21_2401,None,20210706-JK-382,STMA,JK,2021,7,6,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy126,NA
S21_2402,None,20210706-JK-383,SFGC,JK,2021,7,6,37.710304,-122.477567,coyote,Success,coyote,SFCoy,SFCoy72,NA
S21_2403,None,20210710-JK-384,SFGC,JK,2021,7,10,37.710304,-122.477567,coyote,Success,coyote,SFCoy,SFCoy90,NA
S21_2404,None,20210710-JK-384,STMA,JK,2021,7,10,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_2405,None,20210710-JK-385,STMA,JK,2021,7,10,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy133,NA
S21_2406,None,20210710-JK-386,STMA,JK,2021,7,10,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_2407,None,20210710-JK-387,STMA,JK,2021,7,10,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_2408,None,20210712-JK-388,STMA,JK,2021,7,12,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_2409,None,20210712-JK-389,LAKE,JK,2021,7,12,37.729695,-122.48071,coyote,Success,coyote,SFCoy,SFCoy96,NA
S21_2410,None,20210712-JK-390,SFGC,JK,2021,7,12,37.710304,-122.477567,coyote,Fail,NA,NA,NA,NA
S21_2411,None,20210712-JK-391,SFGC,JK,2021,7,12,37.710304,-122.477567,coyote,Success,coyote,SFCoy,SFCoy114,NA
S21_2412,None,20210712-JK-392,SFGC,JK,2021,7,12,37.710304,-122.477567,coyote,Fail,NA,NA,NA,NA
S21_2413,None,20210713-JK-393,TWIN,JK,2021,7,13,37.752554,-122.447492,coyote,Fail,NA,NA,NA,NA
S21_2414,None,20210710-JK-394,STMA,JK,2021,7,10,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_2775,None,20210621-MGS-01,FTFU,MGS,2021,6,21,NA,NA,coyote,Fail,NA,NA,NA,NA
S21_2776,None,20210622-MGS-01,GGPW,MGS,2021,6,22,37.768,-122.506713,coyote,Fail,dog,NA,dog,NA
S21_2777,None,20210622-MGS-02,CHP,MGS,2021,6,22,37.766,-122.4390496,coyote,Fail,NA,NA,NA,NA
S21_2778,None,20210722-MGS-01,GGPW,MGS,2021,7,22,37.7671901,-122.4687916,coyote,Fail,NA,NA,NA,NA
S21_2779,None,20210722-MGS-02,CHP,MGS,2021,7,22,NA,NA,coyote,Fail,NA,NA,NA,NA
S21_3165,None,20210806-TC-01,STMA,TC,2021,8,6,37.73471,-122.42154,coyote,Fail,NA,NA,NA,NA
S21_3166,None,20210806-TC-02,STMA,TC,2021,8,6,37.73465,-122.42118,coyote,Success,coyote,SFCoy,SFCoy126,NA
S21_3167,None,20210806-TC-03,STMA,TC,2021,8,6,37.73466,-122.42112,coyote,Success,coyote,SFCoy,SFCoy126,NA
S21_3168,None,20210806-TC-04,STMA,TC,2021,8,6,37.73383,-122.4198,coyote,Fail,NA,NA,NA,NA
S21_3169,None,20210806-TC-05,STMA,TC,2021,8,6,37.73362,-122.41972,coyote,Success,coyote,SFCoy,SFCoy128,NA
S21_3170,None,20210806-TC-06,STMA,TC,2021,8,6,37.73352,-122.41974,coyote,Success,coyote,SFCoy,SFCoy128,NA
S21_3171,None,20210806-TC-07,STMA,TC,2021,8,6,37.73348,-122.41967,coyote,Fail,NA,NA,NA,NA
S21_3172,None,20210806-TC-08,STMA,TC,2021,8,6,37.7335,-122.41947,coyote,Success,coyote,SFCoy,SFCoy128,NA
S21_3173,None,20210806-TC-09,STMA,TC,2021,8,6,37.73351,-122.41947,coyote,Success,coyote,SFCoy,SFCoy126,NA
S21_3174,None,20210806-TC-10,STMA,TC,2021,8,6,37.73349,-122.41939,coyote,Success,coyote,SFCoy,SFCoy119,NA
S21_3175,None,20210806-TC-11,GGPE,TC,2021,8,6,37.76675,-122.47191,coyote,Success,coyote,SFCoy,SFCoy89,NA
S21_3176,None,20210806-TC-12,GGPE,TC,2021,8,6,37.7703,-122.47237,coyote,Fail,NA,NA,NA,NA
S21_3177,None,20210806-TC-13,GGPW,TC,2021,8,6,37.76674,-122.49841,coyote,Fail,NA,NA,NA,NA
S21_3178,None,20210806-TC-14,LEND,TC,2021,8,6,37.78331,-122.50847,coyote,Fail,NA,NA,NA,NA
S21_3179,None,20210806-TC-15,CHP,TC,2021,8,6,37.76475,-122.43773,coyote,Fail,NA,NA,NA,NA
S21_3180,None,20210809-TC-01,SFGC,TC,2021,8,9,37.71166,-122.48306,coyote,Fail,NA,NA,NA,NA
S21_3181,None,20210809-TC-02,SFGC,TC,2021,8,9,37.71261,-122.48274,coyote,Fail,NA,NA,NA,NA
S21_3182,None,20210809-TC-03,SFGC,TC,2021,8,9,37.71256,-122.4823,coyote,Fail,NA,NA,NA,NA
S21_3183,None,20210809-TC-04,SFGC,TC,2021,8,9,37.71246,-122.48102,coyote,Fail,NA,NA,NA,NA
S21_3184,None,20210809-TC-05,SFGC,TC,2021,8,9,37.71133,-122.48287,coyote,Fail,NA,NA,NA,NA
S21_3185,None,20210809-TC-06,MCLA,TC,2021,8,9,37.72261,-122.42227,coyote,Success,coyote,SFCoy,SFCoy135,NA
S21_3186,None,20210809-TC-07,GLEN,TC,2021,8,9,37.74289,-122.44199,coyote,Success,coyote,SFCoy,SFCoy136,NA
S21_3187,None,20210809-TC-08,GLEN,TC,2021,8,9,37.7428,-122.44254,coyote,Fail,NA,NA,NA,NA
S21_3188,None,20210809-TC-09,GLEN,TC,2021,8,9,37.74264,-122.44241,coyote,Fail,NA,NA,NA,NA
S21_3189,None,20210810-TC-01,BERN,TC,2021,8,10,37.74336,-122.41356,coyote,Fail,NA,NA,NA,NA
S21_3190,None,20210810-TC-02,BERN,TC,2021,8,10,37.74317,-122.41254,coyote,Fail,NA,NA,NA,NA
S21_3191,None,20210810-TC-03,BERN,TC,2021,8,10,37.74316,-122.41251,coyote,Success,coyote,SFCoy,SFCoy137,NA
S21_3192,None,20210810-TC-04,TGPH,TC,2021,8,10,37.80305,-122.40639,coyote,Fail,NA,NA,NA,NA
S21_3193,None,20210715-GD-01,PRES,GD,2021,7,15,37.800453,-122.466522,coyote,Fail,NA,NA,NA,NA
S21_3194,None,20210716-GD-01,PRES,GD,2021,7,16,37.798736,-122.474542,coyote,Fail,NA,NA,NA,NA
S21_3195,None,20210720-GD-01,PRES,GD,2021,7,20,37.791431,-122.459831,coyote,Fail,NA,NA,NA,NA
S21_3196,None,20210728-GD-01,PRES,GD,2021,7,28,37.798686,-122.474197,coyote,Fail,NA,NA,NA,NA
S21_3197,None,20210729-GD-01,PRES,GD,2021,7,29,37.795508,-122.459222,coyote,Success,coyote,SFCoy,SFCoy138,NA
S21_3198,None,20210729-GD-02,PRES,GD,2021,7,29,37.795508,-122.459222,coyote,Fail,NA,NA,NA,NA
S21_3199,None,20210730-GD-01,PRES,GD,2021,7,30,37.797081,-122.458619,coyote,Fail,NA,NA,NA,NA
S21_3200,None,20210805-GD-01,PRES,GD,2021,8,5,37.793225,-122.459611,coyote,Fail,NA,NA,NA,NA
S21_3201,None,20210805-GD-02,PRES,GD,2021,8,5,37.79575,-122.458947,coyote,Fail,NA,NA,NA,NA
S21_3202,None,20210715-JK-394,STMA,JK,2021,7,15,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3203,None,20210715-JK-395,TWIN,JK,2021,7,15,37.752554,-122.447492,coyote,Fail,NA,NA,NA,NA
S21_3204,None,20210716-JK-396,STMA,JK,2021,7,16,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3205,None,20210717-JK-397,STMA,JK,2021,7,17,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3206,None,20210717-JK-398,STMA,JK,2021,7,17,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3207,None,20210717-JK-399,STMA,JK,2021,7,17,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy128,NA
S21_3208,None,20210717-JK-400,TGPH,JK,2021,7,17,37.802864,-122.406001,coyote,Success,coyote,SFCoy,SFCoy66,NA
S21_3209,None,20210717-JK-401,TGPH,JK,2021,7,17,37.802864,-122.406001,coyote,Fail,NA,NA,NA,NA
S21_3210,None,20210718-JK-402,GLEN,JK,2021,7,18,37.742249,-122.442412,coyote,Success,coyote,SFCoy,SFCoy85,NA
S21_3211,None,20210718-JK-403,TWIN,JK,2021,7,18,37.752554,-122.447492,coyote,Fail,NA,NA,NA,NA
S21_3212,None,20210719-JK-404,STMA,JK,2021,7,19,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3213,None,20210719-JK-405,STMA,JK,2021,7,19,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3214,None,20210719-JK-406,STMA,JK,2021,7,19,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3215,None,20210719-JK-407,STMA,JK,2021,7,19,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3216,None,20210720-JK-408,STMA,JK,2021,7,20,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3217,None,20210720-JK-409,STMA,JK,2021,7,20,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3218,None,20210721-JK-410,GGPW,JK,2021,7,21,37.769507,-122.502638,coyote,Fail,NA,NA,NA,NA
S21_3219,None,20210721-JK-411,GGPW,JK,2021,7,21,37.769507,-122.502638,coyote,Fail,NA,NA,NA,NA
S21_3220,None,20210722-JK-412,GLEN,JK,2021,7,22,37.742249,-122.442412,coyote,Fail,NA,NA,NA,NA
S21_3221,None,20210722-JK-413,OLYM,JK,2021,7,22,37.705819,-122.493087,coyote,Fail,NA,NA,NA,NA
S21_3222,None,20210722-JK-414,SFGC,JK,2021,7,22,37.710304,-122.477567,coyote,Fail,NA,NA,NA,NA
S21_3223,None,20210723-JK-415,STMA,JK,2021,7,23,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy119,NA
S21_3224,None,20210724-JK-416,LAKE,JK,2021,7,24,37.729695,-122.48071,coyote,Success,coyote,SFCoy,SFCoy139,NA
S21_3225,None,20210725-JK-417,STMA,JK,2021,7,25,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3226,None,20210725-JK-418,STMA,JK,2021,7,25,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3227,None,20210725-JK-419,STMA,JK,2021,7,25,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy100,NA
S21_3228,None,20210725-JK-420,STMA,JK,2021,7,25,37.734636,-122.421051,coyote,Fail,NA,NA,NA,NA
S21_3229,None,20210725-JK-421,SFGC,JK,2021,7,25,37.710304,-122.477567,coyote,Fail,NA,NA,NA,NA
S21_3230,None,20210726-JK-422,STMA,JK,2021,7,26,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy100,NA
S21_3231,None,20210727-JK-423,SFGC,JK,2021,7,27,37.710304,-122.477567,coyote,Success,coyote,SFCoy,SFCoy140,NA
S21_3232,None,20210729-JK-425,STFA,JK,2021,7,29,37.73783347,-122.4709839,coyote,Success,coyote,SFCoy,SFCoy97,NA
S21_3233,None,20210729-JK-426,STFA,JK,2021,7,29,37.73783347,-122.4709839,coyote,Fail,NA,NA,NA,NA
S21_3234,None,20210729-JK-427,STFA,JK,2021,7,29,37.73783347,-122.4709839,coyote,Success,coyote,SFCoy,SFCoy97,NA
S21_3235,None,20210802-JK-428,SFGC,JK,2021,8,2,37.710304,-122.477567,coyote,Success,coyote,SFCoy,SFCoy116,NA
S21_3236,None,20210803-JK-429,STMA,JK,2021,8,3,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy126,NA
S21_3237,None,20210807-JK-431,STFA,JK,2021,8,7,37.73783347,-122.4709839,coyote,Success,coyote,SFCoy,SFCoy97,NA
S21_3238,None,20210808-JK-432,GLEN,JK,2021,8,8,37.742249,-122.442412,coyote,Success,coyote,SFCoy,SFCoy142,NA
S21_3239,None,20210809-JK-433,BERN,JK,2021,8,9,37.743102,-122.413843,coyote,Success,coyote,SFCoy,SFCoy117,NA
S21_3240,None,20210809-JK-434,SFGC,JK,2021,8,9,37.710304,-122.477567,coyote,Success,coyote,SFCoy,SFCoy99,NA
S21_3241,None,20210913-TC-01,SFGC,TC,2021,9,13,37.71174,-122.483,coyote,Success,coyote,SFCoy,SFCoy99,NA
S21_3242,None,20210913-TC-02,SFGC,TC,2021,9,13,37.71173,-122.48289,coyote,Fail,NA,NA,NA,NA
S21_3243,None,20210913-TC-03,SFGC,TC,2021,9,13,37.71077,-122.482,coyote,Fail,NA,NA,NA,NA
S21_3244,None,20210913-TC-04,OLYM,TC,2021,9,13,37.70426,-122.4884,coyote,Success,coyote,SFCoy,SFCoy123,NA
S21_3245,None,20210913-TC-05,GLEN,TC,2021,9,13,37.74296,-122.44263,coyote,Fail,NA,NA,NA,NA
S21_3246,None,20210913-TC-06,GLEN,TC,2021,9,13,37.74308,-122.44258,coyote,Success,coyote,SFCoy,SFCoy143,NA
S21_3247,None,20210913-TC-07,GLEN,TC,2021,9,13,37.74301,-122.44259,coyote,Fail,NA,NA,NA,NA
S21_3248,None,20210913-TC-08,MCLA,TC,2021,9,13,37.71826,-122.42116,coyote,Fail,NA,NA,NA,NA
S21_3249,None,20210914-TC-01,GGPE,TC,2021,9,14,37.77028,-122.47443,coyote,Success,coyote,SFCoy,SFCoy73,NA
S21_3250,None,20210914-TC-02,GGPW,TC,2021,9,14,37.76776,-122.4804,coyote,Fail,NA,NA,NA,NA
S21_3251,None,20210914-TC-03,GGPW,TC,2021,9,14,37.76781,-122.48038,coyote,Fail,NA,NA,NA,NA
S21_3252,None,20210914-TC-04,GGPW,TC,2021,9,14,37.7672,-122.4843,coyote,Success,coyote,SFCoy,SFCoy144,NA
S21_3253,None,20210915-TC-01,CHP,TC,2021,9,15,37.76498,-122.43727,coyote,Success,coyote,SFCoy,SFCoy13,NA
S21_3254,None,20210915-TC-02,CHP,TC,2021,9,15,37.76511,-122.43871,coyote,Success,coyote,SFCoy,SFCoy31,NA
S21_3255,None,20210915-TC-03,CHP,TC,2021,9,15,37.76512,-122.43873,coyote,Fail,NA,NA,NA,NA
S21_3256,None,20210915-TC-04,CHP,TC,2021,9,15,37.76507,-122.43849,coyote,Fail,NA,NA,NA,NA
S21_3257,None,20210915-TC-05,CHP,TC,2021,9,15,37.76472,-122.43799,coyote,Fail,NA,NA,NA,NA
S21_3258,None,20210915-TC-06,PRES,TC,2021,9,15,37.79315,-122.46042,coyote,Fail,NA,NA,NA,NA
S21_3259,None,20210915-TC-07,PRES,TC,2021,9,15,37.79311,-122.46043,coyote,Success,coyote,SFCoy,SFCoy94,NA
S21_3260,None,20210915-TC-08,PRES,TC,2021,9,15,37.79311,-122.46035,coyote,Fail,NA,NA,NA,NA
S21_3261,None,20210915-TC-09,PRES,TC,2021,9,15,37.79305,-122.46014,coyote,Success,coyote,SFCoy,SFCoy145,NA
S21_3262,None,20210915-TC-10,PRES,TC,2021,9,15,37.79302,-122.46008,coyote,Success,coyote,SFCoy,SFCoy94,NA
S21_3263,None,20210908-DH-01,PRES,DH,2021,9,8,37.80123,-122.468886,coyote,Fail,NA,NA,NA,NA
S21_3264,None,20210810-GD-01,PRES,GD,2021,8,10,37.79396944,-122.4578694,coyote,Fail,NA,NA,NA,NA
S21_3265,None,20210813-GD-01,PRES,GD,2021,8,13,37.7939,-122.4577417,coyote,Fail,NA,NA,NA,NA
S21_3266,None,20210814-GD-01,PRES,GD,2021,8,14,37.79535,-122.46985,coyote,Fail,NA,NA,NA,NA
S21_3267,None,20210814-GD-02,PRES,GD,2021,8,14,37.79326111,-122.4593806,coyote,Fail,NA,NA,NA,NA
S21_3268,None,20210816-GD-01,PRES,GD,2021,8,16,37.79551944,-122.4697722,coyote,Success,coyote,SFCoy,SFCoy8,NA
S21_3269,None,20210817-GD-01,PRES,GD,2021,8,17,37.79575,-122.4589306,coyote,Fail,NA,NA,NA,NA
S21_3270,None,20210817-GD-02,PRES,GD,2021,8,17,37.79578333,-122.4590139,coyote,Success,coyote,SFCoy,SFCoy40,NA
S21_3271,None,20210820-GD-01,PRES,GD,2021,8,20,37.79358333,-122.4605778,coyote,Fail,NA,NA,NA,NA
S21_3272,None,20210820-GD-02,PRES,GD,2021,8,20,37.79518611,-122.45945,coyote,Success,coyote,SFCoy,SFCoy103,NA
S21_3273,None,20210821-GD-01,PRES,GD,2021,8,21,37.79557778,-122.4688722,coyote,Fail,NA,NA,NA,NA
S21_3274,None,20210824-GD-01,PRES,GD,2021,8,24,37.79202778,-122.4609222,coyote,Success,coyote,SFCoy,SFCoy146,NA
S21_3275,None,20210824-GD-02,PRES,GD,2021,8,24,37.79323611,-122.4593722,coyote,Success,coyote,SFCoy,SFCoy115,NA
S21_3276,None,20210901-GD-01,PRES,GD,2021,9,1,37.78973889,-122.4701917,coyote,Success,coyote,SFCoy,SFCoy103,NA
S21_3277,None,20210902-GD-01,PRES,GD,2021,9,2,37.79099167,-122.4591667,coyote,Success,coyote,SFCoy,SFCoy115,NA
S21_3278,None,20210904-GD-01,PRES,GD,2021,9,4,37.79116111,-122.4594278,coyote,Success,coyote,SFCoy,SFCoy8,NA
S21_3279,None,20210905-GD-01,PRES,GD,2021,9,5,37.79178889,-122.4580917,coyote,Success,coyote,SFCoy,SFCoy24,NA
S21_3280,None,20210907-GD-01,PRES,GD,2021,9,7,37.79589722,-122.467925,coyote,Fail,NA,NA,NA,NA
S21_3281,None,20210907-GD-02,PRES,GD,2021,9,7,37.79164167,-122.4601278,coyote,Success,coyote,SFCoy,SFCoy147,NA
S21_3282,None,20210909-GD-01,PRES,GD,2021,9,9,37.79835833,-122.4564056,coyote,Success,coyote,SFCoy,SFCoy148,NA
S21_3283,None,20210911-GD-01,PRES,GD,2021,9,11,37.80070556,-122.4652639,coyote,Fail,NA,NA,NA,NA
S21_3284,None,20210914-GD-01,PRES,GD,2021,9,14,37.79623889,-122.4661472,coyote,Fail,NA,NA,NA,NA
S21_3289,None,20210728-KS-01,CHP,KS,2021,7,28,37.764393,-122.437716,coyote,Fail,NA,NA,NA,NA
S21_3293,None,20210811-JK-435,STFA,JK,2021,8,11,37.73783347,-122.4709839,coyote,Fail,NA,NA,NA,NA
S21_3294,None,20210812-JK-436,TWIN,JK,2021,8,12,37.752554,-122.447492,coyote,Fail,NA,NA,NA,NA
S21_3295,None,20210812-JK-434,BERN,JK,2021,8,12,37.743102,-122.413843,coyote,Success,coyote,SFCoy,SFCoy14,NA
S21_3296,None,20210813-JK-435,STMA,JK,2021,8,13,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy119,NA
S21_3297,None,20210813-JK-436,STMA,JK,2021,8,13,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy119,NA
S21_3298,None,20210813-JK-437,STMA,JK,2021,8,13,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy119,NA
S21_3299,None,20210813-JK-438,STMA,JK,2021,8,13,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy119,NA
S21_3300,None,20210814-JK-439,BERN,JK,2021,8,14,37.743102,-122.413843,coyote,Fail,NA,NA,NA,NA
S21_3301,None,20210814-JK-440,STMA,JK,2021,8,14,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy119,NA
