SampleID,Replicate,Name,Site,Initials,Year,Month,Day,Lat,Long,Sus.sp,Genotype,Geno.Sp,Category,Individual,Cytb_Sp
S20_3616,None,#71 LHS1,LAKE,JK,2019,8,7,37.729695,-122.48071,coyote,Success,coyote,SFCoy,SFCoy5,NA
S20_3617,None,#72 LkMd1,LAKE,JK,2019,9,7,37.72840428,-122.4935824,coyote,Success,coyote,SFCoy,SFCoy109,NA
S20_3618,None,#73 LkMd2,LAKE,JK,2019,9,8,37.72840428,-122.4935824,coyote,Success,coyote,SFCoy,SFCoy73,NA
S20_3619,None,#84 LkMd3,LAKE,JK,2020,2,9,37.729695,-122.48071,coyote,Success,coyote,SFCoy,SFCoy61,NA
S20_3620,None,#85 LkMd4,LAKE,JK,2020,2,18,37.729695,-122.48071,coyote,Fail,NA,NA,NA,NA
S20_3621,None,#86 LkMd5,LAKE,JK,2020,2,18,37.73079481,-122.4810035,coyote,Success,coyote,SFCoy,SFCoy61,NA
S20_3622,None,#91a LkMd6,LAKE,JK,2020,3,10,37.729695,-122.48071,coyote,Success,coyote,SFCoy,SFCoy61,NA
S20_3623,None,#91b LkMd7,LAKE,JK,2020,3,10,37.729695,-122.48071,coyote,Success,coyote,SFCoy,SFCoy61,NA
S20_3624,None,#74 GC1,GLEN,JK,2019,9,18,37.744329,-122.446116,coyote,Success,coyote,SFCoy,SFCoy6,NA
S20_3625,None,#75 GC2,GLEN,JK,2019,9,22,37.74348,-122.442157,coyote,Success,coyote,SFCoy,SFCoy7,NA
S20_3626,None,#76 GC3,GLEN,JK,2019,9,28,37.741466,-122.441135,coyote,Success,coyote,SFCoy,SFCoy9,NA
S20_3627,None,#77 GC4,GLEN,JK,2019,11,22,37.741466,-122.441135,coyote,Success,coyote,SFCoy,SFCoy8,NA
S20_3628,None,#78 GC5,GLEN,JK,2019,11,30,37.741466,-122.441135,coyote,Success,coyote,SFCoy,SFCoy8,NA
S20_3629,None,#79 GC6,GLEN,JK,2019,12,14,37.744329,-122.446116,coyote,Success,coyote,SFCoy,SFCoy9,NA
S20_3630,None,#80 GC7,GLEN,JK,2019,12,15,37.74348,-122.442157,coyote,Success,coyote,SFCoy,SFCoy8,NA
S20_3631,None,#83 GC8,GLEN,JK,2020,2,10,37.744329,-122.446116,coyote,Fail,NA,NA,NA,NA
S20_3632,None,#87 GC9,GLEN,JK,2020,2,25,37.74348,-122.442157,coyote,Success,coyote,SFCoy,SFCoy11,NA
S20_3633,None,#92 GC10,GLEN,JK,2020,3,12,37.744329,-122.446116,coyote,Fail,NA,NA,NA,NA
S20_3634,None,#81 LFYT1,LAFY,JK,2020,1,1,37.790983,-122.427564,coyote,Success,coyote,SFCoy,SFCoy12,NA
S20_3635,None,#82 LFYT2,LAFY,JK,2020,1,1,37.791726,-122.426928,coyote,Success,coyote,SFCoy,SFCoy12,NA
S20_3636,None,#88 BVP3,BVP,JK,2020,2,29,37.76804,-122.442873,coyote,Fail,NA,NA,NA,NA
S20_3637,None,#89 BVP4,BVP,JK,2020,2,29,37.76804,-122.442873,coyote,Success,coyote,SFCoy,SFCoy13,NA
S20_3638,None,#95 BV5,BVP,JK,2020,3,17,37.769026,-122.439509,coyote,Success,coyote,SFCoy,SFCoy24,NA
S20_3639,None,#90 BH6,BVP,JK,2020,3,7,37.769026,-122.439509,coyote,Success,coyote,SFCoy,SFCoy44,NA
S20_3640,None,#93a BH8,BERN,JK,2020,3,14,37.74251,-122.41194,coyote,Success,coyote,SFCoy,SFCoy14,NA
S20_3641,None,#93b BH8,BERN,JK,2020,3,14,37.74251,-122.41194,coyote,Fail,NA,NA,NA,NA
S20_3642,None,#94 P5,PRES,JK,2020,3,14,37.797825,-122.461727,coyote,Success,coyote,SFCoy,SFCoy73,NA
S20_3645,None,20200302-DH-01,PRES,DH,2020,3,2,NA,NA,coyote,Fail,NA,NA,NA,coyote
S20_3646,None,20200310-DH-01,PRES,DH,2020,3,10,37.795778,-122.469656,coyote,Fail,NA,NA,NA,dog
S20_3647,None,20200417-DH-01,PRES,DH,2020,4,17,37.796938,-122.464181,coyote,Success,coyote,SFCoy,SFCoy24,coyote
S20_3648,None,20200501-DH-01,PRES,DH,2020,5,1,37.795873,-122.464049,coyote,Success,coyote,SFCoy,SFCoy16,coyote
S20_3649,None,20200710-TC-01,GLEN,TC,2020,7,10,37.74162,-122.44117,coyote,Fail,NA,NA,NA,canine/messy
S20_3650,None,20200710-TC-02,GLEN,TC,2020,7,10,37.73851,-122.44043,coyote,Success,coyote,SFCoy,SFCoy17,coyote
S20_3651,None,20200710-TC-03,GLEN,TC,2020,7,10,37.74223,-122.44439,coyote,Fail,NA,NA,NA,coyote
S20_3652,None,20200710-TC-04,BVP,TC,2020,7,10,37.76649,-122.4418,coyote,Success,coyote,SFCoy,SFCoy13,coyote
S20_3653,None,20200710-TC-05,BVP,TC,2020,7,10,37.76671,-122.44188,coyote,Success,coyote,SFCoy,SFCoy73,coyote
S20_3654,None,20200710-TC-06,BVP,TC,2020,7,10,37.76674,-122.44167,coyote,Success,coyote,SFCoy,SFCoy13,coyote
S20_3655,None,20200710-TC-07,BVP,TC,2020,7,10,37.76693,-122.44165,coyote,Success,coyote,SFCoy,SFCoy13,coyote
S20_3656,None,20200710-TC-08,BVP,TC,2020,7,10,37.7669,-122.44168,coyote,Success,coyote,SFCoy,SFCoy13,coyote
S20_3657,None,20200710-TC-09,BVP,TC,2020,7,10,37.76961,-122.44195,coyote,Fail,NA,NA,NA,fail
S20_3658,None,20200710-TC-10,BVP,TC,2020,7,10,37.76958,-122.44191,coyote,Fail,NA,NA,NA,coyote
S20_3659,None,20200710-TC-11,BVP,TC,2020,7,10,37.76978,-122.44194,coyote,Success,coyote,SFCoy,SFCoy73,coyote
S20_3660,None,20200711-TC-01,PRES,TC,2020,7,11,37.79231,-122.4578,coyote,Fail,NA,NA,NA,coyote
S20_3661,None,20200711-TC-02,BERN,TC,2020,7,11,37.74301,-122.41118,coyote,Fail,dog,NA,dog,dog
S20_3662,None,20200711-TC-03,BERN,TC,2020,7,11,37.74252,-122.41265,coyote,Success,coyote,SFCoy,SFCoy50,coyote
S20_3664,None,20200711-TC-06,BERN,TC,2020,7,11,37.74303,-122.41079,coyote,Success,coyote,SFCoy,SFCoy14,coyote
S20_3665,None,20200711-TC-07,MCLA,TC,2020,7,11,37.71718,-122.41397,coyote,Success,coyote,SFCoy,SFCoy87,coyote
S20_3666,None,20200711-TC-08,MCLA,TC,2020,7,11,37.71761,-122.42083,coyote,Fail,NA,NA,NA,coyote
S20_3667,None,20200713-TC-01,OLYM,TC,2020,7,13,37.70491,-122.48933,coyote,Fail,NA,NA,NA,coyote
S20_3668,None,20200713-TC-02,OLYM,TC,2020,7,13,37.70487,-122.48929,coyote,Success,coyote,SFCoy,SFCoy20,coyote
S20_3669,None,20200713-TC-03,OLYM,TC,2020,7,13,37.70487,-122.48993,coyote,Success,coyote,SFCoy,SFCoy20,coyote
S20_3670,None,20200713-TC-04,OLYM,TC,2020,7,13,37.70401,-122.48962,coyote,Fail,NA,NA,NA,coyote
S20_3671,None,20200713-TC-05,OLYM,TC,2020,7,13,37.70419,-122.488,coyote,Success,coyote,SFCoy,SFCoy21,coyote
S20_3672,None,20200713-TC-06,STMA,TC,2020,7,13,37.73299,-122.41945,coyote,Success,coyote,SFCoy,SFCoy44,coyote
S20_3673,None,20200713-TC-07,GLEN,TC,2020,7,13,37.73826,-122.4405,coyote,Success,coyote,SFCoy,SFCoy9,coyote
S20_3674,None,20200713-TC-08,GLEN,TC,2020,7,13,37.73956,-122.44024,coyote,Success,coyote,SFCoy,SFCoy9,coyote
S20_3679,None,20200715-TC-05,LAGU,TC,2020,7,15,37.74977,-122.45551,coyote,Fail,NA,NA,NA,coyote
S20_3680,None,20200715-TC-06,TGPH,TC,2020,7,15,37.80308,-122.40651,coyote,Success,coyote,SFCoy,SFCoy109,coyote
S20_3681,None,20200715-TC-07,TGPH,TC,2020,7,15,37.80299,-122.40561,coyote,Fail,NA,NA,NA,coyote
S20_3682,None,20200715-TC-08,TGPH,TC,2020,7,15,37.80315,-122.40625,coyote,Success,coyote,SFCoy,SFCoy109,coyote
S20_3683,None,20200716-TC-01,USF,TC,2020,7,16,37.77983,-122.45082,coyote,Fail,NA,NA,NA,raccoon
S20_3684,None,20200716-TC-02,LEND,TC,2020,7,16,37.78644,-122.4956,coyote,Success,coyote,SFCoy,SFCoy12,coyote
S20_3685,None,20200716-TC-03,LEND,TC,2020,7,16,37.78191,-122.50252,coyote,Success,coyote,SFCoy,SFCoy12,coyote
S20_3687,None,20200716-TC-05,PRES,TC,2020,7,16,37.79796,-122.46343,coyote,Success,coyote,SFCoy,SFCoy24,coyote
S20_3689,None,20200720-TC-01,LAKE,TC,2020,7,20,37.71774,-122.48797,coyote,Fail,NA,NA,NA,fail
S20_3690,None,20200720-TC-02,LAKE,TC,2020,7,20,37.7174,-122.48744,coyote,Fail,NA,NA,NA,canine/messy
S20_3691,None,20200720-TC-03,LAKE,TC,2020,7,20,37.71742,-122.48747,coyote,Fail,NA,NA,NA,coyote
S20_3692,None,20200720-TC-04,MCLA,TC,2020,7,20,37.71817,-122.42134,coyote,Success,coyote,SFCoy,SFCoy87,coyote
S20_3693,None,20200720-TC-05,MCLA,TC,2020,7,20,37.71798,-122.42185,coyote,Success,coyote,SFCoy,SFCoy26,coyote
S20_3694,None,20200721-TC-01,GGPE,TC,2020,7,21,37.7711,-122.46906,coyote,Success,coyote,SFCoy,SFCoy27,coyote
S20_3695,None,20200721-TC-02,GGPE,TC,2020,7,21,37.77097,-122.46976,coyote,Success,coyote,SFCoy,SFCoy28,coyote
S20_3696,None,20200721-TC-03,GGPE,TC,2020,7,21,37.77095,-122.46955,coyote,Success,coyote,SFCoy,SFCoy28,coyote
S20_3701,None,20200721-TC-08,BVP,TC,2020,7,21,37.76668,-122.44187,coyote,Success,coyote,SFCoy,SFCoy73,coyote
S20_3702,None,20200721-TC-09,BVP,TC,2020,7,21,37.76753,-122.44136,coyote,Success,coyote,SFCoy,SFCoy31,coyote
S20_3703,None,20200721-TC-10,BVP,TC,2020,7,21,37.76753,-122.44136,coyote,Success,coyote,SFCoy,SFCoy31,coyote
S20_3704,None,20200721-TC-11,BVP,TC,2020,7,21,37.7673,-122.44196,coyote,Fail,NA,NA,NA,coyote
S20_3705,None,20200721-TC-12,BVP,TC,2020,7,21,37.76689,-122.44207,coyote,Success,coyote,SFCoy,SFCoy31,coyote
S20_3706,None,20200721-TC-13,BVP,TC,2020,7,21,37.76906,-122.44176,coyote,Success,coyote,SFCoy,SFCoy31,coyote
S20_3707,None,20200721-TC-14,BVP,TC,2020,7,21,37.76951,-122.44192,coyote,Success,coyote,SFCoy,SFCoy31,coyote
S20_3708,None,20200721-TC-15,BVP,TC,2020,7,21,37.77035,-122.44048,coyote,Success,coyote,SFCoy,SFCoy31,coyote
S20_3709,None,20200722-TC-01,LAGU,TC,2020,7,22,37.74911,-122.45515,coyote,Fail,NA,NA,NA,coyote
S20_3710,None,20200722-TC-02,LAGU,TC,2020,7,22,37.74963,-122.45534,coyote,Success,coyote,SFCoy,SFCoy42,fail
S20_3711,None,20200722-TC-03,TGPH,TC,2020,7,22,37.80289,-122.40554,coyote,Success,coyote,SFCoy,SFCoy109,coyote
S20_3712,None,20200722-TC-04,TGPH,TC,2020,7,22,37.80274,-122.40544,coyote,Success,coyote,SFCoy,SFCoy109,coyote
S20_3713,None,20200722-TC-05,TGPH,TC,2020,7,22,37.80193,-122.40529,coyote,NA,NA,NA,NA,coyote
S20_3714,None,20200727-TC-01,OLYM,TC,2020,7,27,37.7046,-122.4886,coyote,Success,coyote,SFCoy,SFCoy95,coyote
S20_3715,None,20200727-TC-02,OLYM,TC,2020,7,27,37.7046,-122.48919,coyote,Success,coyote,SFCoy,SFCoy37,coyote
S20_3716,None,20200727-TC-03,OLYM,TC,2020,7,27,37.70462,-122.4893,coyote,Fail,NA,NA,NA,coyote
S20_3717,None,20200727-TC-04,OLYM,TC,2020,7,27,37.70497,-122.49011,coyote,Success,coyote,SFCoy,SFCoy4,coyote
S20_3718,None,20200727-TC-05,OLYM,TC,2020,7,27,37.70409,-122.48917,coyote,Fail,NA,NA,NA,coyote
S20_3719,None,20200727-TC-06,GLEN,TC,2020,7,27,37.73864,-122.4404,coyote,Success,coyote,SFCoy,SFCoy85,coyote
S20_3720,None,20200728-TC-01,LEND,TC,2020,7,28,37.78591,-122.49964,coyote,Success,coyote,SFCoy,SFCoy53,coyote
S20_3721,None,20200728-TC-02,LEND,TC,2020,7,28,37.78408,-122.50578,coyote,Success,coyote,SFCoy,SFCoy12,coyote
S20_3722,None,20200728-TC-03,LEND,TC,2020,7,28,37.78406,-122.50578,coyote,Success,coyote,SFCoy,SFCoy12,coyote
S20_3724,None,20200729-TC-01,PRES,TC,2020,7,29,37.7913,-122.48105,coyote,Success,coyote,SFCoy,SFCoy8,coyote
S20_3725,None,20200729-TC-02,LAGU,TC,2020,7,29,37.75103,-122.46061,coyote,Success,coyote,SFCoy,SFCoy85,coyote
S20_3726,None,20200729-TC-03,LAGU,TC,2020,7,29,37.7501,-122.45915,coyote,Success,coyote,SFCoy,SFCoy17,coyote
S20_3727,None,20200729-TC-04,LAGU,TC,2020,7,29,37.75039,-122.4595,coyote,Success,coyote,SFCoy,SFCoy85,coyote
S20_3728,None,20200729-TC-05,LAGU,TC,2020,7,29,37.74778,-122.45173,coyote,Success,coyote,SFCoy,SFCoy9,coyote
S20_3729,None,20200729-TC-06,LAGU,TC,2020,7,29,37.74976,-122.45499,coyote,Success,coyote,SFCoy,SFCoy81,coyote
S20_3730,None,20200803-TC-01,SFGC,TC,2020,8,3,37.70751,-122.47716,coyote,Fail,NA,NA,NA,coyote
S20_3731,None,20200803-TC-02,SFGC,TC,2020,8,3,37.70768,-122.47727,coyote,Success,coyote,SFCoy,SFCoy95,coyote
S20_3732,None,20200803-TC-03,SFGC,TC,2020,8,3,37.70765,-122.47731,coyote,Success,coyote,SFCoy,SFCoy95,coyote
S20_3733,None,20200803-TC-04,SFGC,TC,2020,8,3,37.70998,-122.47543,coyote,Success,coyote,SFCoy,SFCoy95,coyote
S20_3734,None,20200803-TC-05,SFGC,TC,2020,8,3,37.71025,-122.47381,coyote,Fail,NA,NA,NA,coyote
S20_3735,None,20200803-TC-06,SFGC,TC,2020,8,3,37.7101,-122.47407,coyote,Success,coyote,SFCoy,SFCoy175,coyote
S20_3736,None,20200803-TC-07,MCLA,TC,2020,8,3,37.71759,-122.41342,coyote,Fail,NA,NA,NA,fail
S20_3741,None,20200803-TC-12,STMA,TC,2020,8,3,37.73387,-122.42145,coyote,Success,coyote,SFCoy,SFCoy14,NA
S20_3742,None,20200803-TC-13,BERN,TC,2020,8,3,37.74308,-122.41082,coyote,Success,coyote,SFCoy,SFCoy14,NA
S20_3744,None,20200804-TC-02,GGPE,TC,2020,8,4,37.7704,-122.47499,coyote,Success,coyote,SFCoy,SFCoy28,NA
S20_3745,None,20200804-TC-03,GGPE,TC,2020,8,4,37.77012,-122.47396,coyote,Fail,NA,NA,NA,NA
S20_3746,None,20200804-TC-04,GGPE,TC,2020,8,4,37.77091,-122.4706,coyote,Fail,NA,NA,NA,NA
S20_3747,None,20200804-TC-05,BVP,TC,2020,8,4,37.76967,-122.44194,coyote,Success,coyote,SFCoy,SFCoy13,NA
S20_3748,None,20200804-TC-06,CHP,TC,2020,8,4,37.7658,-122.43915,coyote,Success,coyote,SFCoy,SFCoy31,NA
S20_3749,None,20200805-TC-01,PRES,TC,2020,8,5,37.79348,-122.45705,coyote,Success,coyote,SFCoy,SFCoy33,NA
S20_3750,None,20200805-TC-02,LEND,TC,2020,8,5,37.78621,-122.49984,coyote,Fail,NA,NA,NA,NA
S20_3751,None,20200805-TC-03,LAGU,TC,2020,8,5,37.75097,-122.46059,coyote,Fail,NA,NA,NA,NA
S20_3752,None,20200805-TC-04,LAGU,TC,2020,8,5,37.75108,-122.46062,coyote,Success,coyote,SFCoy,SFCoy9,NA
S20_3753,None,20200805-TC-05,LAGU,TC,2020,8,5,37.75036,-122.46026,coyote,Success,coyote,SFCoy,SFCoy17,NA
S20_3754,None,20200805-TC-06,LAGU,TC,2020,8,5,37.74898,-122.45819,coyote,Success,coyote,SFCoy,SFCoy17,NA
S20_3755,None,20200810-TC-01,OLYM,TC,2020,8,10,37.70485,-122.48852,coyote,Success,coyote,SFCoy,SFCoy20,NA
S20_3756,None,20200810-TC-02,OLYM,TC,2020,8,10,37.70419,-122.49011,coyote,Success,coyote,SFCoy,SFCoy4,NA
S20_3757,None,20200810-TC-03,OLYM,TC,2020,8,10,37.70404,-122.48923,coyote,Success,coyote,SFCoy,SFCoy95,NA
S20_3758,None,20200810-TC-04,OLYM,TC,2020,8,10,37.70403,-122.48901,coyote,Success,coyote,SFCoy,SFCoy95,NA
S20_3759,None,20200810-TC-05,OLYM,TC,2020,8,10,37.70428,-122.48829,coyote,Success,coyote,SFCoy,SFCoy95,NA
S20_3760,None,20200810-TC-06,OLYM,TC,2020,8,10,37.70363,-122.48915,coyote,Fail,NA,NA,NA,NA
S20_3761,None,20200810-TC-07,OLYM,TC,2020,8,10,37.70365,-122.48968,coyote,Fail,NA,NA,NA,NA
S20_3762,None,20200810-TC-08,GLEN,TC,2020,8,10,37.73874,-122.44007,coyote,Fail,NA,NA,NA,coyote
S20_3763,None,20200810-TC-09,GLEN,TC,2020,8,10,37.74283,-122.4428,coyote,Fail,NA,NA,NA,coyote
S20_3764,None,20200810-TC-10,GLEN,TC,2020,8,10,37.74288,-122.44273,coyote,Fail,NA,NA,NA,fail
S20_3765,None,20200810-TC-11,GLEN,TC,2020,8,10,37.7428,-122.4425,coyote,Fail,NA,NA,NA,coyote
S20_3766,None,20200810-TC-12,GLEN,TC,2020,8,10,37.74279,-122.44252,coyote,Success,coyote,SFCoy,SFCoy42,coyote
S20_3767,Yes original,20200810-TC-13,GLEN,TC,2020,8,10,37.7429,-122.4426,coyote,Fail,NA,NA,NA,coyote
S20_3768,None,20200810-TC-14,STMA,TC,2020,8,10,37.73453,-122.42084,coyote,Fail,NA,NA,NA,fail
S20_3769,None,20200810-TC-15,BERN,TC,2020,8,10,37.74374,-122.41548,coyote,Fail,NA,NA,NA,coyote
S20_3770,None,20200810-TC-16,BERN,TC,2020,8,10,37.7432,-122.41317,coyote,Fail,NA,NA,NA,coyote
S20_3771,None,20200810-TC-17,BERN,TC,2020,8,10,37.74312,-122.41281,coyote,Fail,NA,NA,NA,coyote
S20_3772,None,20200812-TC-01,GGPE,TC,2020,8,12,37.76996,-122.47398,coyote,Fail,NA,NA,NA,coyote
S20_3773,Yes original,20200812-TC-02,GGPE,TC,2020,8,12,37.77003,-122.47411,coyote,Success,coyote,SFCoy,SFCoy28,coyote
S20_3774,Yes original,20200812-TC-04,GGPE,TC,2020,8,12,37.77013,-122.47412,coyote,Fail,NA,NA,NA,coyote
S20_3775,Yes original,20200812-TC-05,GGPE,TC,2020,8,12,37.77025,-122.4742,coyote,Fail,NA,NA,NA,coyote
S20_3776,None,20200812-TC-06,GGPE,TC,2020,8,12,37.77038,-122.47424,coyote,Success,coyote,SFCoy,SFCoy70,coyote
S20_3777,Yes original,20200812-TC-07,GGPE,TC,2020,8,12,37.77023,-122.47397,coyote,Success,coyote,SFCoy,SFCoy70,coyote
S20_3778,None,20200812-TC-08,GGPE,TC,2020,8,12,37.77016,-122.47396,coyote,Success,coyote,SFCoy,SFCoy70,coyote
S20_3780,None,20200812-TC-10,PRES,TC,2020,8,12,37.79557,-122.45843,coyote,Fail,NA,NA,NA,coyote
S20_3781,Yes original,20200817-TC-01,LAKE,TC,2020,8,17,37.71886,-122.48959,coyote,Fail,NA,NA,NA,fail
S20_3782,None,20200817-TC-02,LAKE,TC,2020,8,17,37.71812,-122.4885,coyote,Success,coyote,SFCoy,SFCoy35,coyote
S20_3783,None,20200817-TC-03,SFGC,TC,2020,8,17,37.71092,-122.47616,coyote,Fail,NA,NA,NA,coyote
S20_3784,Yes original,20200817-TC-04,SFGC,TC,2020,8,17,37.71108,-122.47597,coyote,Fail,NA,NA,NA,coyote
S20_3785,None,20200817-TC-05,SFGC,TC,2020,8,17,37.70761,-122.47732,coyote,Fail,NA,NA,NA,coyote
S20_3786,None,20200817-TC-06,SFGC,TC,2020,8,17,37.70748,-122.47726,coyote,Success,coyote,SFCoy,SFCoy36,coyote
S20_3787,Yes original,20200817-TC-07,SFGC,TC,2020,8,17,37.70714,-122.47716,coyote,Success,coyote,SFCoy,SFCoy37,coyote
S20_3788,None,20200817-TC-08,SFGC,TC,2020,8,17,37.70724,-122.47723,coyote,Fail,NA,NA,NA,fail
S20_3789,None,20200817-TC-09,MCLA,TC,2020,8,17,37.71718,-122.41383,coyote,Fail,NA,NA,NA,fail
S20_3790,None,20200817-TC-10,STMA,TC,2020,8,17,37.73478,-122.42101,coyote,Fail,NA,NA,NA,coyote
S20_3791,None,20200817-TC-11,STMA,TC,2020,8,17,37.734,-122.41965,coyote,Fail,dog,NA,dog,dog
S20_3792,None,20200817-TC-12,GLEN,TC,2020,8,17,37.7428,-122.4425,coyote,Success,coyote,SFCoy,SFCoy9,coyote
S20_3793,None,20200817-TC-13,GLEN,TC,2020,8,17,37.74266,-122.4424,coyote,Success,coyote,SFCoy,SFCoy17,coyote
S20_3794,None,20200818-TC-01,GGPE,TC,2020,8,18,37.76999,-122.47399,coyote,Fail,NA,NA,NA,coyote
S20_3796,None,20200818-TC-03,CHP,TC,2020,8,18,37.76559,-122.43927,coyote,Success,coyote,SFCoy,SFCoy31,coyote
S20_3797,None,20200819-TC-01,PRES,TC,2020,8,19,37.79219,-122.45156,coyote,Success,coyote,SFCoy,SFCoy39,coyote
S20_3798,None,20200819-TC-02,PRES,TC,2020,8,19,37.79246,-122.45115,coyote,Success,coyote,SFCoy,SFCoy33,coyote
S20_3799,None,20200819-TC-03,PRES,TC,2020,8,19,37.79233,-122.4504,coyote,Fail,NA,NA,NA,coyote
S20_3800,None,20200819-TC-04,PRES,TC,2020,8,19,37.79233,-122.45067,coyote,Success,coyote,SFCoy,SFCoy33,coyote
S20_3801,None,20200819-TC-05,PRES,TC,2020,8,19,37.79208,-122.45091,coyote,Fail,NA,NA,NA,coyote
S20_3802,None,20200819-TC-06,PRES,TC,2020,8,19,37.79216,-122.45056,coyote,Success,coyote,SFCoy,SFCoy40,coyote
S20_3803,Yes original,20200819-TC-07,PRES,TC,2020,8,19,37.79274,-122.45067,coyote,Fail,NA,NA,NA,coyote
S20_3804,None,20200819-TC-08,LEND,TC,2020,8,19,37.78657,-122.49869,coyote,Fail,NA,NA,NA,coyote
S20_3805,None,20200819-TC-09,LEND,TC,2020,8,19,37.78589,-122.49987,coyote,Fail,NA,NA,NA,fail
S20_3806,None,20200824-TC-01,MCLA,TC,2020,8,24,37.71781,-122.41247,coyote,Fail,NA,NA,NA,coyote
S20_3807,None,20200824-TC-04,MCLA,TC,2020,8,24,37.71718,-122.4139,coyote,Fail,NA,NA,NA,coyote
S20_3808,None,20200824-TC-05,MCLA,TC,2020,8,24,37.71712,-122.4138,coyote,Fail,NA,NA,NA,coyote
S20_3809,Yes original,20200824-TC-06,MCLA,TC,2020,8,24,37.71756,-122.42156,coyote,Success,coyote,SFCoy,SFCoy41,coyote
S20_3810,None,20200824-TC-07,MCLA,TC,2020,8,24,37.71867,-122.41476,coyote,Fail,NA,NA,NA,coyote
S20_3811,None,20200824-TC-08,MCLA,TC,2020,8,24,37.71204,-122.42736,coyote,Fail,NA,NA,NA,coyote
S20_3812,None,20200824-TC-09,MCLA,TC,2020,8,24,37.71227,-122.42717,coyote,Success,coyote,SFCoy,SFCoy41,coyote
S20_3813,None,20200824-TC-10,STMA,TC,2020,8,24,37.73463,-122.42119,coyote,Success,coyote,SFCoy,SFCoy49,coyote
S20_3814,None,20200824-TC-11,STMA,TC,2020,8,24,37.73463,-122.4212,coyote,Fail,NA,NA,NA,fail
S20_3815,Yes original,20200824-TC-12,STMA,TC,2020,8,24,37.73455,-122.42117,coyote,Fail,NA,NA,NA,coyote
S20_3816,None,20200824-TC-13,STMA,TC,2020,8,24,37.73398,-122.42019,coyote,Success,coyote,SFCoy,SFCoy44,coyote
S20_3817,None,20200824-TC-14,BERN,TC,2020,8,24,37.74277,-122.41049,coyote,Success,coyote,SFCoy,SFCoy44,coyote
S20_3818,None,20200824-TC-15,BERN,TC,2020,8,24,37.74362,-122.41441,coyote,Success,coyote,SFCoy,SFCoy14,coyote
S20_3819,None,20200824-TC-16,BERN,TC,2020,8,24,37.74253,-122.41152,coyote,Fail,NA,NA,NA,raccoon
S20_3820,None,20200824-TC-17,GLEN,TC,2020,8,24,37.74282,-122.44253,coyote,Fail,NA,NA,NA,coyote
S20_3821,None,20200824-TC-18,GLEN,TC,2020,8,24,37.7428,-122.44248,coyote,Success,coyote,SFCoy,SFCoy17,coyote
S20_3822,None,20200824-TC-19,GLEN,TC,2020,8,24,37.74271,-122.44248,coyote,Success,coyote,SFCoy,SFCoy85,coyote
S20_3823,None,20200824-TC-20,GLEN,TC,2020,8,24,37.74266,-122.44244,coyote,Success,coyote,SFCoy,SFCoy17,coyote
S20_3824,Yes original,20200824-TC-21,GLEN,TC,2020,8,24,37.74274,-122.44252,coyote,Success,coyote,SFCoy,SFCoy85,coyote
S20_3825,Yes original,20200824-TC-22,GLEN,TC,2020,8,24,37.74282,-122.44256,coyote,Success,coyote,SFCoy,SFCoy42,coyote
S20_3826,None,20200907-TC-01,GGPW,TC,2020,9,7,37.76674,-122.49829,coyote,Success,coyote,SFCoy,SFCoy52,coyote
S20_3827,None,20200907-TC-02,GGPW,TC,2020,9,7,37.76672,-122.49842,coyote,Success,coyote,SFCoy,SFCoy52,coyote
S20_3828,None,20200907-TC-03,PRES,TC,2020,9,7,37.79223,-122.45212,coyote,Success,coyote,SFCoy,SFCoy40,coyote
S20_3829,None,20200907-TC-04,PRES,TC,2020,9,7,37.79217,-122.4508,coyote,Success,coyote,SFCoy,SFCoy24,coyote
S20_3830,None,20200907-TC-05,PRES,TC,2020,9,7,37.79228,-122.45197,coyote,Success,coyote,SFCoy,SFCoy40,coyote
S20_3831,None,20200907-TC-06,PRES,TC,2020,9,7,37.79197,-122.45344,coyote,Fail,NA,NA,NA,coyote
S20_3832,Yes original,20200907-TC-07,BERN,TC,2020,9,7,37.74258,-122.41142,coyote,Success,coyote,SFCoy,SFCoy49,coyote
S20_3833,None,20200907-TC-08,BERN,TC,2020,9,7,37.74256,-122.41077,coyote,Fail,NA,NA,NA,coyote
S20_3834,None,20200907-TC-09,BERN,TC,2020,9,7,37.74256,-122.41077,coyote,Success,coyote,SFCoy,SFCoy44,coyote
S20_3835,Yes original,20200907-TC-10,STMA,TC,2020,9,7,37.73447,-122.42138,coyote,Success,coyote,SFCoy,SFCoy45,coyote
S20_3836,None,20200907-TC-11,STMA,TC,2020,9,7,37.73457,-122.42127,coyote,Fail,NA,NA,NA,fail
S20_3837,None,20200907-TC-12,STMA,TC,2020,9,7,37.73463,-122.4212,coyote,Success,coyote,SFCoy,SFCoy46,fail
S20_3838,Yes original,20200907-TC-13,STMA,TC,2020,9,7,37.73473,-122.42144,coyote,Fail,NA,NA,NA,coyote
S20_3839,None,20200907-TC-14,STMA,TC,2020,9,7,37.73471,-122.42081,coyote,Fail,NA,NA,NA,coyote
S20_3855,None,20200914-TC-01,LAKE,TC,2020,9,14,37.71816,-122.4885,coyote,Success,coyote,SFCoy,SFCoy35,coyote
S20_3856,None,20200914-TC-02,LAKE,TC,2020,9,14,37.71719,-122.48698,coyote,Success,coyote,SFCoy,SFCoy61,coyote
